  9809     SPring-8 14b2 
 Cu-K_Cu-foil_S  14.06.25 17:41 - 14.06.25 17:45
 Cu-foil                                                                         
 Ring :   8.0 GeV    99.5 mA -   99.5 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 26.09900 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4577
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       26.00000  21.10000    -0.001070       0.05      4577
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0   134.300   117.200
  23.51974  23.51680     0.050      3590      4877
  23.51867  23.51562     0.050      3592      4878
  23.51760  23.51449     0.050      3592      4875
  23.51653  23.51343     0.050      3596      4887
  23.51546  23.51244     0.050      3591      4881
  23.51439  23.51152     0.050      3594      4880
  23.51332  23.51057     0.050      3596      4886
  23.51225  23.50956     0.050      3594      4887
  23.51118  23.50840     0.050      3591      4881
  23.51011  23.50721     0.050      3597      4887
  23.50904  23.50602     0.050      3597      4889
  23.50797  23.50485     0.050      3600      4890
  23.50690  23.50377     0.050      3596      4892
  23.50583  23.50276     0.050      3603      4898
  23.50476  23.50183     0.050      3599      4894
  23.50369  23.50089     0.050      3601      4891
  23.50262  23.49991     0.050      3603      4901
  23.50155  23.49879     0.050      3600      4897
  23.50048  23.49759     0.050      3598      4898
  23.49941  23.49640     0.050      3601      4899
  23.49834  23.49523     0.050      3586      4880
  23.49727  23.49413     0.050      3585      4879
  23.49620  23.49309     0.050      3602      4900
  23.49513  23.49214     0.050      3612      4916
  23.49406  23.49122     0.050      3613      4918
  23.49299  23.49026     0.050      3608      4914
  23.49192  23.48921     0.050      3612      4917
  23.49085  23.48803     0.050      3606      4913
  23.48978  23.48684     0.050      3580      4878
  23.48871  23.48566     0.050      3592      4891
  23.48764  23.48453     0.050      3610      4917
  23.48657  23.48346     0.050      3582      4877
  23.48550  23.48247     0.050      3541      4822
  23.48443  23.48155     0.050      3536      4818
  23.48336  23.48061     0.050      3551      4843
  23.48229  23.47959     0.050      3577      4871
  23.48122  23.47844     0.050      3575      4874
  23.48015  23.47724     0.050      3581      4879
  23.47908  23.47605     0.050      3604      4915
  23.47801  23.47489     0.050      3610      4925
  23.47694  23.47380     0.050      3616      4934
  23.47587  23.47278     0.050      3611      4928
  23.47480  23.47185     0.050      3616      4931
  23.47373  23.47091     0.050      3611      4931
  23.47266  23.46993     0.050      3596      4909
  23.47159  23.46883     0.050      3598      4915
  23.47052  23.46763     0.050      3620      4943
  23.46945  23.46644     0.050      3620      4946
  23.46838  23.46528     0.050      3621      4943
  23.46731  23.46418     0.050      3622      4949
  23.46624  23.46314     0.050      3624      4958
  23.46517  23.46218     0.050      3625      4956
  23.46410  23.46126     0.050      3621      4953
  23.46303  23.46030     0.050      3628      4963
  23.46196  23.45925     0.050      3624      4958
  23.46089  23.45807     0.050      3624      4965
  23.45982  23.45688     0.050      3628      4967
  23.45875  23.45570     0.050      3630      4974
  23.45768  23.45456     0.050      3627      4972
  23.45661  23.45349     0.050      3628      4971
  23.45554  23.45250     0.050      3633      4984
  23.45447  23.45158     0.050      3631      4982
  23.45340  23.45063     0.050      3632      4986
  23.45233  23.44962     0.050      3634      4991
  23.45126  23.44848     0.050      3636      4997
  23.45019  23.44728     0.050      3630      4988
  23.44912  23.44608     0.050      3632      4996
  23.44805  23.44492     0.050      3635      4996
  23.44698  23.44383     0.050      3640      5012
  23.44591  23.44281     0.050      3633      5004
  23.44484  23.44188     0.050      3639      5013
  23.44377  23.44095     0.050      3639      5012
  23.44270  23.43996     0.050      3633      5009
  23.44163  23.43886     0.050      3643      5028
  23.44056  23.43767     0.050      3645      5028
  23.43949  23.43649     0.050      3640      5028
  23.43842  23.43531     0.050      3642      5032
  23.43735  23.43421     0.050      3649      5042
  23.43628  23.43316     0.050      3648      5040
  23.43521  23.43220     0.050      3644      5041
  23.43414  23.43128     0.050      3650      5054
  23.43307  23.43032     0.050      3647      5054
  23.43200  23.42927     0.050      3645      5053
  23.43093  23.42810     0.050      3647      5057
  23.42986  23.42690     0.050      3651      5068
  23.42879  23.42572     0.050      3649      5067
  23.42772  23.42458     0.050      3646      5070
  23.42665  23.42351     0.050      3653      5073
  23.42558  23.42251     0.050      3651      5079
  23.42451  23.42158     0.050      3647      5080
  23.42344  23.42064     0.050      3649      5087
  23.42237  23.41963     0.050      3657      5094
  23.42130  23.41849     0.050      3653      5093
  23.42023  23.41728     0.050      3651      5098
  23.41916  23.41609     0.050      3655      5101
  23.41809  23.41492     0.050      3658      5106
  23.41702  23.41384     0.050      3657      5109
  23.41595  23.41282     0.050      3656      5116
  23.41488  23.41189     0.050      3658      5120
  23.41381  23.41096     0.050      3658      5120
  23.41274  23.40998     0.050      3663      5131
  23.41167  23.40889     0.050      3658      5130
  23.41060  23.40770     0.050      3662      5135
  23.40953  23.40651     0.050      3658      5128
  23.40846  23.40534     0.050      3663      5142
  23.40739  23.40423     0.050      3661      5143
  23.40632  23.40319     0.050      3660      5144
  23.40525  23.40222     0.050      3665      5148
  23.40418  23.40130     0.050      3663      5154
  23.40311  23.40034     0.050      3667      5157
  23.40204  23.39929     0.050      3665      5160
  23.40097  23.39812     0.050      3669      5163
  23.39990  23.39692     0.050      3668      5165
  23.39883  23.39574     0.050      3664      5168
  23.39776  23.39460     0.050      3669      5172
  23.39669  23.39353     0.050      3670      5176
  23.39562  23.39253     0.050      3672      5182
  23.39455  23.39161     0.050      3671      5181
  23.39348  23.39067     0.050      3670      5187
  23.39241  23.38966     0.050      3677      5191
  23.39134  23.38852     0.050      3675      5194
  23.39027  23.38732     0.050      3672      5191
  23.38920  23.38612     0.050      3674      5203
  23.38813  23.38496     0.050      3679      5204
  23.38706  23.38388     0.050      3681      5208
  23.38599  23.38286     0.050      3677      5208
  23.38492  23.38192     0.050      3677      5210
  23.38385  23.38100     0.050      3679      5213
  23.38278  23.38002     0.050      3679      5218
  23.38171  23.37893     0.050      3678      5219
  23.38064  23.37774     0.050      3683      5224
  23.37957  23.37655     0.050      3680      5226
  23.37850  23.37537     0.050      3679      5230
  23.37743  23.37426     0.050      3684      5232
  23.37636  23.37321     0.050      3684      5237
  23.37529  23.37225     0.050      3681      5236
  23.37422  23.37132     0.050      3687      5244
  23.37315  23.37037     0.050      3692      5248
  23.37208  23.36933     0.050      3685      5249
  23.37101  23.36815     0.050      3688      5249
  23.36994  23.36695     0.050      3690      5257
  23.36887  23.36576     0.050      3691      5258
  23.36780  23.36462     0.050      3691      5258
  23.36673  23.36355     0.050      3690      5262
  23.36566  23.36255     0.050      3695      5273
  23.36459  23.36163     0.050      3690      5270
  23.36352  23.36069     0.050      3689      5270
  23.36245  23.35968     0.050      3697      5278
  23.36138  23.35854     0.050      3690      5274
  23.36031  23.35734     0.050      3692      5280
  23.35924  23.35615     0.050      3696      5281
  23.35817  23.35499     0.050      3697      5288
  23.35710  23.35391     0.050      3696      5287
  23.35603  23.35289     0.050      3694      5289
  23.35496  23.35195     0.050      3698      5299
  23.35389  23.35103     0.050      3694      5296
  23.35282  23.35005     0.050      3698      5299
  23.35175  23.34897     0.050      3703      5306
  23.35068  23.34778     0.050      3703      5306
  23.34961  23.34659     0.050      3700      5309
  23.34854  23.34542     0.050      3705      5318
  23.34747  23.34430     0.050      3703      5311
  23.34640  23.34325     0.050      3700      5315
  23.34533  23.34228     0.050      3703      5320
  23.34426  23.34136     0.050      3707      5327
  23.34319  23.34040     0.050      3702      5324
  23.34212  23.33937     0.050      3704      5324
  23.34105  23.33820     0.050      3709      5333
  23.33998  23.33700     0.050      3705      5335
  23.33891  23.33581     0.050      3706      5336
  23.33784  23.33467     0.050      3707      5340
  23.33677  23.33360     0.050      3706      5339
  23.33570  23.33259     0.050      3707      5340
  23.33463  23.33167     0.050      3710      5351
  23.33356  23.33073     0.050      3712      5352
  23.33249  23.32974     0.050      3710      5352
  23.33142  23.32861     0.050      3712      5358
  23.33035  23.32741     0.050      3713      5358
  23.32928  23.32623     0.050      3718      5362
  23.32821  23.32507     0.050      3713      5362
  23.32714  23.32398     0.050      3718      5370
  23.32607  23.32296     0.050      3715      5368
  23.32500  23.32202     0.050      3714      5370
  23.32393  23.32109     0.050      3720      5379
  23.32286  23.32013     0.050      3720      5381
  23.32179  23.31905     0.050      3716      5377
  23.32072  23.31787     0.050      3719      5380
  23.31965  23.31668     0.050      3720      5395
  23.31858  23.31550     0.050      3719      5388
  23.31751  23.31438     0.050      3714      5388
  23.31644  23.31332     0.050      3722      5397
  23.31537  23.31235     0.050      3721      5395
  23.31430  23.31143     0.050      3716      5397
  23.31323  23.31048     0.050      3722      5405
  23.31216  23.30945     0.050      3726      5411
  23.31109  23.30829     0.050      3720      5408
  23.31002  23.30709     0.050      3728      5415
  23.30895  23.30590     0.050      3727      5416
  23.30788  23.30475     0.050      3728      5419
  23.30681  23.30367     0.050      3721      5417
  23.30574  23.30267     0.050      3728      5430
  23.30467  23.30174     0.050      3733      5435
  23.30360  23.30081     0.050      3732      5434
  23.30253  23.29982     0.050      3731      5439
  23.30146  23.29871     0.050      3730      5438
  23.30039  23.29751     0.050      3734      5446
  23.29932  23.29633     0.050      3733      5443
  23.29825  23.29517     0.050      3734      5450
  23.29718  23.29408     0.050      3731      5449
  23.29611  23.29304     0.050      3734      5452
  23.29504  23.29209     0.050      3737      5460
  23.29397  23.29117     0.050      3737      5463
  23.29290  23.29021     0.050      3734      5459
  23.29183  23.28914     0.050      3741      5470
  23.29076  23.28796     0.050      3741      5474
  23.28969  23.28677     0.050      3731      5468
  23.28862  23.28559     0.050      3739      5476
  23.28755  23.28446     0.050      3741      5482
  23.28648  23.28340     0.050      3744      5484
  23.28541  23.28241     0.050      3741      5482
  23.28434  23.28149     0.050      3739      5486
  23.28327  23.28054     0.050      3739      5485
  23.28220  23.27953     0.050      3740      5487
  23.28113  23.27837     0.050      3742      5493
  23.28006  23.27717     0.050      3744      5501
  23.27899  23.27598     0.050      3740      5497
  23.27792  23.27482     0.050      3743      5503
  23.27685  23.27375     0.050      3750      5514
  23.27578  23.27274     0.050      3746      5510
  23.27471  23.27181     0.050      3742      5508
  23.27364  23.27088     0.050      3751      5524
  23.27257  23.26990     0.050      3747      5521
  23.27150  23.26879     0.050      3746      5522
  23.27043  23.26760     0.050      3747      5523
  23.26936  23.26641     0.050      3750      5529
  23.26829  23.26524     0.050      3752      5531
  23.26722  23.26414     0.050      3752      5532
  23.26615  23.26310     0.050      3757      5543
  23.26508  23.26215     0.050      3752      5540
  23.26401  23.26123     0.050      3748      5543
  23.26294  23.26026     0.050      3751      5541
  23.26187  23.25920     0.050      3755      5549
  23.26080  23.25802     0.050      3752      5550
  23.25973  23.25683     0.050      3754      5553
  23.25866  23.25564     0.050      3761      5559
  23.25759  23.25451     0.050      3755      5559
  23.25652  23.25345     0.050      3756      5561
  23.25545  23.25246     0.050      3757      5567
  23.25438  23.25153     0.050      3759      5570
  23.25331  23.25058     0.050      3759      5569
  23.25224  23.24956     0.050      3762      5577
  23.25117  23.24841     0.050      3761      5577
  23.25010  23.24721     0.050      3758      5571
  23.24903  23.24602     0.050      3764      5581
  23.24796  23.24487     0.050      3766      5587
  23.24689  23.24379     0.050      3763      5588
  23.24582  23.24278     0.050      3763      5589
  23.24475  23.24185     0.050      3764      5596
  23.24368  23.24092     0.050      3766      5593
  23.24261  23.23994     0.050      3767      5596
  23.24154  23.23884     0.050      3764      5598
  23.24047  23.23764     0.050      3768      5603
  23.23940  23.23645     0.050      3769      5605
  23.23833  23.23528     0.050      3769      5610
  23.23726  23.23418     0.050      3771      5613
  23.23619  23.23314     0.050      3770      5609
  23.23512  23.23217     0.050      3772      5616
  23.23405  23.23125     0.050      3774      5620
  23.23298  23.23029     0.050      3772      5622
  23.23191  23.22923     0.050      3773      5625
  23.23084  23.22805     0.050      3774      5626
  23.22977  23.22685     0.050      3778      5626
  23.22870  23.22567     0.050      3776      5628
  23.22763  23.22453     0.050      3774      5633
  23.22656  23.22347     0.050      3778      5641
  23.22549  23.22247     0.050      3777      5634
  23.22442  23.22155     0.050      3778      5643
  23.22335  23.22060     0.050      3779      5649
  23.22228  23.21959     0.050      3781      5647
  23.22121  23.21844     0.050      3777      5644
  23.22014  23.21725     0.050      3781      5653
  23.21907  23.21606     0.050      3784      5657
  23.21800  23.21490     0.050      3783      5656
  23.21693  23.21382     0.050      3786      5665
  23.21586  23.21280     0.050      3786      5665
  23.21479  23.21187     0.050      3785      5665
  23.21372  23.21095     0.050      3787      5672
  23.21265  23.20997     0.050      3789      5672
  23.21158  23.20887     0.050      3786      5673
  23.21051  23.20767     0.050      3786      5670
  23.20944  23.20648     0.050      3789      5681
  23.20837  23.20530     0.050      3789      5682
  23.20730  23.20420     0.050      3787      5680
  23.20623  23.20315     0.050      3790      5683
  23.20516  23.20219     0.050      3793      5695
  23.20409  23.20127     0.050      3790      5688
  23.20302  23.20030     0.050      3793      5691
  23.20195  23.19925     0.050      3795      5701
  23.20088  23.19807     0.050      3792      5696
  23.19981  23.19687     0.050      3791      5698
  23.19874  23.19569     0.050      3791      5704
  23.19767  23.19455     0.050      3795      5708
  23.19660  23.19348     0.050      3792      5697
  23.19553  23.19249     0.050      3792      5709
  23.19446  23.19156     0.050      3795      5707
  23.19339  23.19062     0.050      3797      5714
  23.19232  23.18961     0.050      3796      5713
  23.19125  23.18847     0.050      3796      5719
  23.19018  23.18728     0.050      3795      5715
  23.18911  23.18609     0.050      3787      5704
  23.18804  23.18493     0.050      3777      5685
  23.18697  23.18385     0.050      3764      5673
  23.18590  23.18283     0.050      3777      5694
  23.18483  23.18190     0.050      3793      5717
  23.18376  23.18097     0.050      3801      5735
  23.18269  23.17999     0.050      3800      5734
  23.18162  23.17890     0.050      3800      5734
  23.18055  23.17770     0.050      3807      5745
  23.17948  23.17651     0.050      3808      5746
  23.17841  23.17533     0.050      3802      5741
  23.17734  23.17422     0.050      3805      5750
  23.17627  23.17317     0.050      3808      5753
  23.17520  23.17221     0.050      3808      5753
  23.17413  23.17129     0.050      3806      5752
  23.17306  23.17032     0.050      3810      5760
  23.17199  23.16927     0.050      3806      5757
  23.17092  23.16810     0.050      3803      5753
  23.16985  23.16690     0.050      3810      5764
  23.16878  23.16571     0.050      3808      5768
  23.16771  23.16457     0.050      3806      5760
  23.16664  23.16350     0.050      3808      5771
  23.16557  23.16251     0.050      3811      5773
  23.16450  23.16159     0.050      3806      5771
  23.16343  23.16065     0.050      3811      5775
  23.16236  23.15965     0.050      3817      5789
  23.16129  23.15851     0.050      3809      5771
  23.16022  23.15731     0.050      3809      5780
  23.15915  23.15612     0.050      3816      5791
  23.15808  23.15496     0.050      3812      5784
  23.15701  23.15388     0.050      3809      5784
  23.15594  23.15285     0.050      3815      5795
  23.15487  23.15191     0.050      3815      5799
  23.15380  23.15098     0.050      3814      5797
  23.15273  23.15000     0.050      3815      5796
  23.15166  23.14891     0.050      3816      5806
  23.15059  23.14772     0.050      3818      5802
  23.14952  23.14652     0.050      3816      5802
  23.14845  23.14534     0.050      3821      5812
  23.14738  23.14423     0.050      3821      5818
  23.14631  23.14318     0.050      3813      5807
  23.14524  23.14222     0.050      3821      5816
  23.14417  23.14129     0.050      3820      5818
  23.14310  23.14033     0.050      3819      5817
  23.14203  23.13927     0.050      3819      5819
  23.14096  23.13810     0.050      3822      5828
  23.13989  23.13690     0.050      3816      5823
  23.13882  23.13571     0.050      3821      5827
  23.13775  23.13457     0.050      3818      5826
  23.13668  23.13350     0.050      3794      5790
  23.13561  23.13251     0.050      3735      5705
  23.13454  23.13159     0.050      3752      5729
  23.13347  23.13065     0.050      3809      5820
  23.13240  23.12964     0.050      3834      5862
  23.13133  23.12850     0.050      3837      5868
  23.13026  23.12730     0.050      3840      5870
  23.12919  23.12611     0.050      3833      5867
  23.12812  23.12494     0.050      3836      5870
  23.12705  23.12385     0.050      3836      5876
  23.12598  23.12283     0.050      3835      5870
  23.12491  23.12189     0.050      3832      5873
  23.12384  23.12096     0.050      3840      5884
  23.12277  23.11997     0.050      3838      5886
  23.12170  23.11886     0.050      3835      5882
  23.12063  23.11766     0.050      3839      5885
  23.11956  23.11646     0.050      3840      5895
  23.11849  23.11529     0.050      3841      5894
  23.11742  23.11417     0.050      3839      5898
  23.11635  23.11312     0.050      3848      5907
  23.11528  23.11216     0.050      3846      5909
  23.11421  23.11122     0.050      3843      5905
  23.11314  23.11025     0.050      3828      5884
  23.11207  23.10919     0.050      3803      5851
  23.11100  23.10800     0.050      3803      5852
  23.10993  23.10680     0.050      3811      5864
  23.10886  23.10562     0.050      3819      5881
  23.10779  23.10449     0.050      3771      5809
  23.10672  23.10342     0.050      3773      5808
  23.10565  23.10244     0.050      3814      5880
  23.10458  23.10152     0.050      3845      5927
  23.10351  23.10057     0.050      3840      5923
  23.10244  23.09955     0.050      3831      5907
  23.10137  23.09840     0.050      3781      5832
  23.10030  23.09720     0.050      3767      5820
  23.09923  23.09601     0.050      3813      5887
  23.09816  23.09485     0.050      3854      5952
  23.09709  23.09376     0.050      3845      5938
  23.09602  23.09274     0.050      3825      5915
  23.09495  23.09181     0.050      3818      5904
  23.09388  23.09088     0.050      3826      5919
  23.09281  23.08989     0.050      3840      5941
  23.09174  23.08877     0.050      3846      5961
  23.09067  23.08757     0.050      3854      5964
  23.08960  23.08637     0.050      3848      5961
  23.08853  23.08520     0.050      3854      5976
  23.08746  23.08410     0.050      3855      5976
  23.08639  23.08305     0.050      3854      5973
  23.08532  23.08209     0.050      3852      5974
  23.08425  23.08117     0.050      3857      5986
  23.08318  23.08020     0.050      3857      5983
  23.08211  23.07913     0.050      3854      5985
  23.08104  23.07795     0.050      3856      5991
  23.07997  23.07676     0.050      3856      5992
  23.07890  23.07558     0.050      3848      5986
  23.07783  23.07445     0.050      3854      5996
  23.07676  23.07339     0.050      3854      5997
  23.07569  23.07241     0.050      3850      5992
  23.07462  23.07149     0.050      3841      5981
  23.07355  23.07054     0.050      3798      5914
  23.07248  23.06953     0.050      3761      5858
  23.07141  23.06837     0.050      3783      5898
  23.07034  23.06716     0.050      3853      6012
  23.06927  23.06597     0.050      3861      6025
  23.06820  23.06481     0.050      3858      6020
  23.06713  23.06374     0.050      3856      6028
  23.06606  23.06273     0.050      3859      6030
  23.06499  23.06180     0.050      3852      6019
  23.06392  23.06086     0.050      3854      6026
  23.06285  23.05986     0.050      3861      6033
  23.06178  23.05875     0.050      3861      6034
  23.06071  23.05755     0.050      3856      6032
  23.05964  23.05635     0.050      3857      6037
  23.05857  23.05518     0.050      3861      6046
  23.05750  23.05407     0.050      3856      6036
  23.05643  23.05303     0.050      3858      6043
  23.05536  23.05208     0.050      3864      6052
  23.05429  23.05115     0.050      3859      6052
  23.05322  23.05019     0.050      3862      6052
  23.05215  23.04913     0.050      3866      6063
  23.05108  23.04795     0.050      3867      6063
  23.05001  23.04676     0.050      3861      6062
  23.04894  23.04557     0.050      3866      6069
  23.04787  23.04445     0.050      3869      6077
  23.04680  23.04339     0.050      3866      6073
  23.04573  23.04241     0.050      3865      6079
  23.04466  23.04149     0.050      3871      6088
  23.04359  23.04054     0.050      3872      6090
  23.04252  23.03952     0.050      3869      6083
  23.04145  23.03836     0.050      3872      6096
  23.04038  23.03715     0.050      3872      6095
  23.03931  23.03596     0.050      3870      6103
  23.03824  23.03481     0.050      3872      6105
  23.03717  23.03373     0.050      3873      6108
  23.03610  23.03272     0.050      3871      6105
  23.03503  23.03178     0.050      3871      6109
  23.03396  23.03085     0.050      3875      6115
  23.03289  23.02985     0.050      3874      6117
  23.03182  23.02873     0.050      3870      6116
  23.03075  23.02752     0.050      3873      6123
  23.02968  23.02633     0.050      3880      6132
  23.02861  23.02516     0.050      3875      6124
  23.02754  23.02406     0.050      3874      6130
  23.02647  23.02303     0.050      3877      6135
  23.02540  23.02208     0.050      3876      6134
  23.02433  23.02115     0.050      3872      6130
  23.02326  23.02019     0.050      3875      6138
  23.02219  23.01912     0.050      3867      6129
  23.02112  23.01794     0.050      3855      6105
  23.02005  23.01674     0.050      3848      6101
  23.01898  23.01556     0.050      3868      6134
  23.01791  23.01444     0.050      3881      6153
  23.01684  23.01337     0.050      3882      6159
  23.01577  23.01239     0.050      3884      6165
  23.01470  23.01147     0.050      3884      6171
  23.01363  23.01052     0.050      3883      6168
  23.01256  23.00950     0.050      3886      6177
  23.01149  23.00834     0.050      3889      6180
  23.01042  23.00713     0.050      3886      6177
  23.00935  23.00594     0.050      3883      6182
  23.00828  23.00479     0.050      3888      6185
  23.00721  23.00371     0.050      3885      6184
  23.00614  23.00270     0.050      3889      6187
  23.00507  23.00177     0.050      3888      6195
  23.00400  23.00083     0.050      3887      6193
  23.00293  22.99983     0.050      3884      6195
  23.00186  22.99871     0.050      3886      6201
  23.00079  22.99751     0.050      3887      6207
  22.99972  22.99631     0.050      3887      6201
  22.99865  22.99515     0.050      3890      6209
  22.99758  22.99405     0.050      3892      6214
  22.99651  22.99302     0.050      3888      6216
  22.99544  22.99207     0.050      3892      6217
  22.99437  22.99114     0.050      3894      6220
  22.99330  22.99018     0.050      3889      6223
  22.99223  22.98911     0.050      3893      6223
  22.99116  22.98792     0.050      3895      6230
  22.99009  22.98674     0.050      3891      6233
  22.98902  22.98555     0.050      3892      6234
  22.98795  22.98442     0.050      3893      6236
  22.98688  22.98336     0.050      3896      6241
  22.98581  22.98237     0.050      3892      6237
  22.98474  22.98146     0.050      3896      6238
  22.98367  22.98051     0.050      3895      6249
  22.98260  22.97948     0.050      3894      6249
  22.98153  22.97832     0.050      3896      6250
  22.98046  22.97711     0.050      3899      6256
  22.97939  22.97592     0.050      3899      6259
  22.97832  22.97477     0.050      3893      6258
  22.97725  22.97369     0.050      3898      6264
  22.97618  22.97268     0.050      3894      6262
  22.97511  22.97175     0.050      3895      6262
  22.97404  22.97081     0.050      3895      6269
  22.97297  22.96982     0.050      3896      6270
  22.97190  22.96869     0.050      3898      6274
  22.97083  22.96750     0.050      3891      6270
  22.96976  22.96631     0.050      3896      6275
  22.96869  22.96515     0.050      3897      6279
  22.96762  22.96405     0.050      3892      6273
  22.96655  22.96302     0.050      3895      6279
  22.96548  22.96207     0.050      3895      6285
  22.96441  22.96114     0.050      3893      6288
  22.96334  22.96018     0.050      3895      6283
  22.96227  22.95911     0.050      3899      6295
  22.96120  22.95793     0.050      3896      6291
  22.96013  22.95674     0.050      3894      6290
  22.95906  22.95555     0.050      3897      6300
  22.95799  22.95442     0.050      3896      6299
  22.95692  22.95336     0.050      3892      6295
  22.95585  22.95238     0.050      3892      6299
  22.95478  22.95146     0.050      3896      6310
  22.95371  22.95051     0.050      3893      6303
  22.95264  22.94949     0.050      3894      6307
  22.95157  22.94832     0.050      3899      6311
  22.95050  22.94712     0.050      3893      6308
  22.94943  22.94593     0.050      3894      6314
  22.94836  22.94478     0.050      3899      6319
  22.94729  22.94370     0.050      3897      6315
  22.94622  22.94269     0.050      3894      6315
  22.94515  22.94176     0.050      3895      6318
  22.94408  22.94082     0.050      3892      6323
  22.94301  22.93983     0.050      3895      6323
  22.94194  22.93871     0.050      3892      6320
  22.94087  22.93752     0.050      3894      6327
  22.93980  22.93633     0.050      3892      6329
  22.93873  22.93516     0.050      3891      6327
  22.93766  22.93407     0.050      3893      6329
  22.93659  22.93303     0.050      3892      6335
  22.93552  22.93208     0.050      3890      6333
  22.93445  22.93115     0.050      3891      6338
  22.93338  22.93019     0.050      3893      6341
  22.93231  22.92913     0.050      3889      6334
  22.93124  22.92794     0.050      3891      6336
  22.93017  22.92674     0.050      3894      6347
  22.92910  22.92555     0.050      3888      6349
  22.92803  22.92442     0.050      3891      6347
  22.92696  22.92336     0.050      3892      6352
  22.92589  22.92238     0.050      3891      6350
  22.92482  22.92146     0.050      3887      6349
  22.92375  22.92051     0.050      3889      6358
  22.92268  22.91948     0.050      3892      6358
  22.92161  22.91832     0.050      3889      6356
  22.92054  22.91712     0.050      3889      6361
  22.91947  22.91592     0.050      3896      6363
  22.91840  22.91477     0.050      3892      6366
  22.91733  22.91369     0.050      3890      6365
  22.91626  22.91269     0.050      3895      6375
  22.91519  22.91176     0.050      3893      6375
  22.91412  22.91083     0.050      3891      6377
  22.91305  22.90984     0.050      3892      6379
  22.91198  22.90872     0.050      3892      6380
  22.91091  22.90753     0.050      3886      6374
  22.90984  22.90634     0.050      3893      6386
  22.90877  22.90518     0.050      3896      6389
  22.90770  22.90408     0.050      3890      6383
  22.90663  22.90304     0.050      3890      6386
  22.90556  22.90208     0.050      3891      6395
  22.90449  22.90116     0.050      3894      6395
  22.90342  22.90019     0.050      3889      6390
  22.90235  22.89913     0.050      3893      6401
  22.90128  22.89794     0.050      3892      6400
  22.90021  22.89675     0.050      3892      6398
  22.89914  22.89556     0.050      3892      6405
  22.89807  22.89443     0.050      3897      6411
  22.89700  22.89337     0.050      3889      6404
  22.89593  22.89239     0.050      3890      6405
  22.89486  22.89147     0.050      3892      6414
  22.89379  22.89052     0.050      3892      6411
  22.89272  22.88949     0.050      3887      6410
  22.89165  22.88833     0.050      3890      6411
  22.89058  22.88713     0.050      3895      6425
  22.88951  22.88594     0.050      3891      6420
  22.88844  22.88479     0.050      3891      6421
  22.88737  22.88371     0.050      3895      6430
  22.88630  22.88271     0.050      3892      6423
  22.88523  22.88178     0.050      3890      6425
  22.88416  22.88085     0.050      3894      6436
  22.88309  22.87986     0.050      3892      6430
  22.88202  22.87874     0.050      3889      6430
  22.88095  22.87755     0.050      3890      6434
  22.87988  22.87637     0.050      3896      6444
  22.87881  22.87519     0.050      3889      6437
  22.87774  22.87410     0.050      3890      6436
  22.87667  22.87305     0.050      3888      6443
  22.87560  22.87210     0.050      3893      6447
  22.87453  22.87117     0.050      3887      6440
  22.87346  22.87020     0.050      3891      6448
  22.87239  22.86914     0.050      3894      6448
  22.87132  22.86796     0.050      3889      6449
  22.87025  22.86676     0.050      3890      6452
  22.86918  22.86558     0.050      3897      6462
  22.86811  22.86445     0.050      3891      6458
  22.86704  22.86339     0.050      3888      6454
  22.86597  22.86240     0.050      3890      6461
  22.86490  22.86148     0.050      3890      6463
  22.86383  22.86053     0.050      3892      6463
  22.86276  22.85951     0.050      3893      6469
  22.86169  22.85835     0.050      3887      6469
  22.86062  22.85715     0.050      3889      6468
  22.85955  22.85596     0.050      3892      6475
  22.85848  22.85481     0.050      3891      6471
  22.85741  22.85374     0.050      3888      6475
  22.85634  22.85273     0.050      3889      6473
  22.85527  22.85180     0.050      3887      6480
  22.85420  22.85087     0.050      3891      6478
  22.85313  22.84989     0.050      3887      6480
  22.85206  22.84878     0.050      3887      6480
  22.85099  22.84759     0.050      3888      6486
  22.84992  22.84640     0.050      3891      6486
  22.84885  22.84523     0.050      3886      6488
  22.84778  22.84413     0.050      3890      6490
  22.84671  22.84308     0.050      3890      6490
  22.84564  22.84213     0.050      3891      6491
  22.84457  22.84120     0.050      3892      6498
  22.84350  22.84024     0.050      3887      6494
  22.84243  22.83919     0.050      3887      6496
  22.84136  22.83800     0.050      3893      6497
  22.84029  22.83681     0.050      3891      6503
  22.83922  22.83562     0.050      3888      6505
  22.83815  22.83449     0.050      3888      6502
  22.83708  22.83342     0.050      3889      6501
  22.83601  22.83244     0.050      3890      6506
  22.83494  22.83152     0.050      3890      6509
  22.83387  22.83057     0.050      3894      6516
  22.83280  22.82956     0.050      3889      6513
  22.83173  22.82841     0.050      3888      6512
  22.83066  22.82721     0.050      3893      6525
  22.82959  22.82603     0.050      3890      6522
  22.82852  22.82488     0.050      3886      6517
  22.82745  22.82380     0.050      3888      6524
  22.82638  22.82278     0.050      3892      6530
  22.82531  22.82185     0.050      3888      6527
  22.82424  22.82092     0.050      3891      6529
  22.82317  22.81994     0.050      3891      6532
