  9809     SPring-8 14b2 
 Pb-L21_PbTe_Si  21.02.10 08:03 - 21.02.10 08:09
 PbTe                                                                            
 Ring :   8.0 GeV    99.6 mA -   99.6 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 14.92483 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6727
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       14.74500  12.58000    -0.000330       0.05      6727
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   229.200   251.100   177.000
  14.58693  14.60754     0.050     29421     26777      3537
  14.58660  14.60725     0.050     29500     26837      3544
  14.58627  14.60694     0.050     29499     26853      3547
  14.58594  14.60660     0.050     29471     26837      3549
  14.58561  14.60623     0.050     29622     26968      3561
  14.58528  14.60584     0.050     29717     27057      3576
  14.58495  14.60547     0.050     29657     27001      3572
  14.58462  14.60510     0.050     29665     27017      3572
  14.58429  14.60476     0.050     29640     26997      3571
  14.58396  14.60442     0.050     29610     26968      3567
  14.58363  14.60407     0.050     29597     26962      3570
  14.58330  14.60370     0.050     29621     26985      3565
  14.58297  14.60333     0.050     29536     26928      3561
  14.58264  14.60296     0.050     29420     26819      3550
  14.58231  14.60262     0.050     29329     26740      3539
  14.58198  14.60229     0.050     29368     26772      3546
  14.58165  14.60197     0.050     29380     26782      3548
  14.58132  14.60165     0.050     29413     26833      3554
  14.58099  14.60133     0.050     29442     26842      3553
  14.58066  14.60101     0.050     29451     26874      3558
  14.58033  14.60070     0.050     29458     26884      3559
  14.58000  14.60038     0.050     29594     27005      3575
  14.57967  14.60009     0.050     29678     27076      3589
  14.57934  14.59981     0.050     29655     27070      3587
  14.57901  14.59955     0.050     29689     27096      3592
  14.57868  14.59929     0.050     29683     27107      3589
  14.57835  14.59902     0.050     29614     27050      3584
  14.57802  14.59875     0.050     29613     27044      3586
  14.57769  14.59846     0.050     29601     27023      3581
  14.57736  14.59817     0.050     29439     26884      3566
  14.57703  14.59789     0.050     29074     26566      3526
  14.57670  14.59761     0.050     28707     26220      3477
  14.57637  14.59732     0.050     28494     26037      3452
  14.57604  14.59702     0.050     28452     26008      3449
  14.57571  14.59669     0.050     28460     26019      3453
  14.57538  14.59634     0.050     28498     26059      3460
  14.57505  14.59596     0.050     28524     26084      3463
  14.57472  14.59558     0.050     28635     26185      3475
  14.57439  14.59522     0.050     28848     26393      3504
  14.57406  14.59487     0.050     29234     26743      3550
  14.57373  14.59453     0.050     29519     27015      3586
  14.57340  14.59418     0.050     29677     27141      3606
  14.57307  14.59382     0.050     29665     27144      3605
  14.57274  14.59346     0.050     29645     27131      3603
  14.57241  14.59309     0.050     29663     27152      3610
  14.57208  14.59274     0.050     29651     27142      3606
  14.57175  14.59241     0.050     29619     27128      3604
  14.57142  14.59208     0.050     29664     27155      3610
  14.57109  14.59176     0.050     29643     27138      3605
  14.57076  14.59145     0.050     29637     27142      3611
  14.57043  14.59113     0.050     29657     27171      3611
  14.57010  14.59082     0.050     29681     27200      3616
  14.56977  14.59050     0.050     29663     27186      3618
  14.56944  14.59020     0.050     29662     27180      3617
  14.56911  14.58991     0.050     29630     27144      3609
  14.56878  14.58964     0.050     29584     27119      3605
  14.56845  14.58938     0.050     29584     27105      3613
  14.56812  14.58912     0.050     29565     27107      3606
  14.56779  14.58885     0.050     29547     27098      3606
  14.56746  14.58857     0.050     29565     27111      3610
  14.56713  14.58828     0.050     29575     27118      3606
  14.56680  14.58800     0.050     29593     27142      3614
  14.56647  14.58772     0.050     29626     27183      3619
  14.56614  14.58743     0.050     29622     27180      3621
  14.56581  14.58714     0.050     29639     27200      3620
  14.56548  14.58682     0.050     29698     27245      3627
  14.56515  14.58647     0.050     29651     27224      3626
  14.56482  14.58611     0.050     29658     27228      3626
  14.56449  14.58573     0.050     29672     27236      3631
  14.56416  14.58536     0.050     29665     27242      3632
  14.56383  14.58500     0.050     29657     27242      3630
  14.56350  14.58465     0.050     29634     27224      3629
  14.56317  14.58431     0.050     29632     27227      3630
  14.56284  14.58397     0.050     29643     27225      3631
  14.56251  14.58361     0.050     29584     27187      3621
  14.56218  14.58325     0.050     29559     27169      3621
  14.56185  14.58289     0.050     29428     27044      3606
  14.56152  14.58255     0.050     29278     26899      3590
  14.56119  14.58222     0.050     29155     26791      3574
  14.56086  14.58191     0.050     29073     26723      3569
  14.56053  14.58159     0.050     28987     26667      3560
  14.56020  14.58128     0.050     28975     26637      3556
  14.55987  14.58096     0.050     28957     26640      3559
  14.55954  14.58064     0.050     28997     26660      3562
  14.55921  14.58034     0.050     29094     26763      3572
  14.55888  14.58005     0.050     29235     26893      3595
  14.55855  14.57978     0.050     29286     26960      3600
  14.55822  14.57952     0.050     29486     27139      3621
  14.55789  14.57926     0.050     29592     27238      3641
  14.55756  14.57900     0.050     29650     27287      3645
  14.55723  14.57872     0.050     29639     27289      3646
  14.55690  14.57843     0.050     29636     27286      3651
  14.55657  14.57815     0.050     29639     27283      3648
  14.55624  14.57787     0.050     29603     27269      3646
  14.55591  14.57759     0.050     29577     27231      3640
  14.55558  14.57730     0.050     29572     27230      3639
  14.55525  14.57700     0.050     29518     27196      3636
  14.55492  14.57668     0.050     29438     27122      3625
  14.55459  14.57633     0.050     29229     26922      3604
  14.55426  14.57595     0.050     28756     26489      3544
  14.55393  14.57558     0.050     28175     25955      3471
  14.55360  14.57521     0.050     27737     25570      3421
  14.55327  14.57487     0.050     27457     25315      3385
  14.55294  14.57453     0.050     27281     25156      3366
  14.55261  14.57419     0.050     27150     25057      3354
  14.55228  14.57383     0.050     27117     25015      3347
  14.55195  14.57347     0.050     27189     25083      3355
  14.55162  14.57311     0.050     27449     25340      3393
  14.55129  14.57275     0.050     27937     25785      3450
  14.55096  14.57242     0.050     28424     26236      3514
  14.55063  14.57211     0.050     28757     26547      3557
  14.55030  14.57179     0.050     29017     26786      3586
  14.54997  14.57148     0.050     29295     27039      3623
  14.54964  14.57116     0.050     29495     27234      3648
  14.54931  14.57084     0.050     29568     27319      3662
  14.54898  14.57053     0.050     29629     27370      3666
  14.54865  14.57023     0.050     29662     27405      3674
  14.54832  14.56994     0.050     29657     27399      3672
  14.54799  14.56968     0.050     29691     27432      3678
  14.54766  14.56941     0.050     29686     27442      3681
  14.54733  14.56915     0.050     29651     27411      3675
  14.54700  14.56889     0.050     29699     27454      3682
  14.54667  14.56861     0.050     29693     27437      3684
  14.54634  14.56833     0.050     29659     27431      3679
  14.54601  14.56804     0.050     29676     27436      3682
  14.54568  14.56776     0.050     29688     27462      3685
  14.54535  14.56748     0.050     29672     27456      3686
  14.54502  14.56720     0.050     29655     27447      3684
  14.54469  14.56688     0.050     29724     27501      3692
  14.54436  14.56654     0.050     29683     27473      3687
  14.54403  14.56617     0.050     29678     27468      3687
  14.54370  14.56579     0.050     29680     27474      3691
  14.54337  14.56542     0.050     29706     27502      3696
  14.54304  14.56507     0.050     29658     27455      3689
  14.54271  14.56473     0.050     29670     27480      3693
  14.54238  14.56439     0.050     29692     27496      3694
  14.54205  14.56404     0.050     29664     27472      3693
  14.54172  14.56368     0.050     29659     27484      3692
  14.54139  14.56331     0.050     29660     27484      3694
  14.54106  14.56295     0.050     29673     27502      3698
  14.54073  14.56261     0.050     29643     27478      3692
  14.54040  14.56229     0.050     29666     27497      3698
  14.54007  14.56197     0.050     29671     27508      3696
  14.53974  14.56165     0.050     29653     27491      3696
  14.53941  14.56133     0.050     29691     27539      3705
  14.53908  14.56101     0.050     29687     27534      3703
  14.53875  14.56070     0.050     29660     27533      3701
  14.53842  14.56039     0.050     29686     27541      3708
  14.53809  14.56010     0.050     29666     27541      3706
  14.53776  14.55982     0.050     29697     27561      3709
  14.53743  14.55956     0.050     29670     27543      3711
  14.53710  14.55930     0.050     29677     27546      3711
  14.53677  14.55903     0.050     29679     27556      3710
  14.53644  14.55876     0.050     29655     27540      3707
  14.53611  14.55847     0.050     29678     27558      3706
  14.53578  14.55819     0.050     29662     27555      3706
  14.53545  14.55791     0.050     29628     27533      3707
  14.53512  14.55763     0.050     29611     27517      3710
  14.53479  14.55734     0.050     29624     27525      3709
  14.53446  14.55704     0.050     29565     27477      3704
  14.53413  14.55671     0.050     29559     27479      3705
  14.53380  14.55636     0.050     29598     27517      3708
  14.53347  14.55598     0.050     29582     27494      3709
  14.53314  14.55561     0.050     29568     27488      3703
  14.53281  14.55524     0.050     29590     27521      3714
  14.53248  14.55489     0.050     29622     27551      3716
  14.53215  14.55455     0.050     29624     27562      3717
  14.53182  14.55420     0.050     29630     27577      3720
  14.53149  14.55384     0.050     29671     27617      3727
  14.53116  14.55348     0.050     29665     27610      3726
  14.53083  14.55312     0.050     29666     27616      3725
  14.53050  14.55276     0.050     29657     27607      3725
  14.53017  14.55243     0.050     29687     27637      3730
  14.52984  14.55210     0.050     29663     27626      3732
  14.52951  14.55179     0.050     29644     27618      3729
  14.52918  14.55147     0.050     29684     27652      3733
  14.52885  14.55115     0.050     29679     27654      3732
  14.52852  14.55083     0.050     29657     27644      3732
  14.52819  14.55051     0.050     29681     27653      3734
  14.52786  14.55021     0.050     29678     27647      3738
  14.52753  14.54993     0.050     29650     27639      3734
  14.52720  14.54966     0.050     29679     27671      3741
  14.52687  14.54940     0.050     29664     27658      3740
  14.52654  14.54913     0.050     29608     27616      3736
  14.52621  14.54886     0.050     29664     27671      3740
  14.52588  14.54858     0.050     29668     27677      3740
  14.52555  14.54830     0.050     29620     27634      3735
  14.52522  14.54801     0.050     29662     27673      3742
  14.52489  14.54773     0.050     29665     27673      3738
  14.52456  14.54745     0.050     29651     27672      3741
  14.52423  14.54715     0.050     29645     27674      3744
  14.52390  14.54683     0.050     29668     27685      3748
  14.52357  14.54649     0.050     29652     27682      3749
  14.52324  14.54612     0.050     29652     27682      3747
  14.52291  14.54574     0.050     29638     27683      3747
  14.52258  14.54537     0.050     29666     27709      3751
  14.52225  14.54501     0.050     29643     27694      3749
  14.52192  14.54467     0.050     29645     27697      3749
  14.52159  14.54433     0.050     29663     27702      3752
  14.52126  14.54398     0.050     29641     27700      3751
  14.52093  14.54363     0.050     29604     27681      3748
  14.52060  14.54326     0.050     29643     27704      3755
  14.52027  14.54289     0.050     29645     27709      3752
  14.51994  14.54255     0.050     29585     27673      3750
  14.51961  14.54222     0.050     29631     27701      3753
  14.51928  14.54190     0.050     29645     27705      3754
  14.51895  14.54159     0.050     29632     27708      3755
  14.51862  14.54127     0.050     29607     27685      3754
  14.51829  14.54094     0.050     29618     27715      3755
  14.51796  14.54062     0.050     29613     27716      3757
  14.51763  14.54032     0.050     29569     27670      3752
  14.51730  14.54003     0.050     29550     27660      3753
  14.51697  14.53975     0.050     29507     27621      3746
  14.51664  14.53949     0.050     29408     27532      3734
  14.51631  14.53924     0.050     29229     27369      3713
  14.51598  14.53896     0.050     29146     27283      3700
  14.51565  14.53869     0.050     29063     27214      3694
  14.51532  14.53840     0.050     28951     27131      3684
  14.51499  14.53812     0.050     28984     27149      3684
  14.51466  14.53783     0.050     29001     27170      3688
  14.51433  14.53756     0.050     29034     27209      3695
  14.51400  14.53726     0.050     29183     27346      3716
  14.51367  14.53695     0.050     29314     27479      3733
  14.51334  14.53662     0.050     29440     27592      3748
  14.51301  14.53626     0.050     29568     27731      3766
  14.51268  14.53588     0.050     29687     27826      3778
  14.51235  14.53550     0.050     29727     27883      3785
  14.51202  14.53514     0.050     29726     27872      3788
  14.51169  14.53480     0.050     29733     27888      3789
  14.51136  14.53445     0.050     29722     27863      3783
  14.51103  14.53410     0.050     29704     27848      3785
  14.51070  14.53374     0.050     29687     27852      3785
  14.51037  14.53337     0.050     29712     27881      3792
  14.51004  14.53300     0.050     29697     27882      3790
  14.50971  14.53266     0.050     29655     27835      3786
  14.50938  14.53233     0.050     29693     27872      3791
  14.50905  14.53201     0.050     29694     27876      3791
  14.50872  14.53169     0.050     29675     27860      3793
  14.50839  14.53137     0.050     29688     27874      3793
  14.50806  14.53105     0.050     29694     27882      3795
  14.50773  14.53073     0.050     29675     27880      3795
  14.50740  14.53042     0.050     29693     27881      3800
  14.50707  14.53012     0.050     29700     27892      3797
  14.50674  14.52984     0.050     29678     27881      3795
  14.50641  14.52957     0.050     29653     27860      3796
  14.50608  14.52931     0.050     29695     27910      3801
  14.50575  14.52905     0.050     29669     27884      3801
  14.50542  14.52878     0.050     29657     27894      3801
  14.50509  14.52849     0.050     29672     27894      3800
  14.50476  14.52820     0.050     29696     27918      3803
  14.50443  14.52792     0.050     29655     27889      3802
  14.50410  14.52763     0.050     29652     27879      3800
  14.50377  14.52734     0.050     29677     27916      3805
  14.50344  14.52704     0.050     29656     27897      3804
  14.50311  14.52672     0.050     29629     27873      3803
