  9809     SPring-8 14b2 
 Pb-L21_PbTe_Si  21.02.10 08:03 - 21.02.10 08:09
 PbTe                                                                            
 Ring :   8.0 GeV    99.6 mA -   99.6 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 14.92483 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6727
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       14.74500  12.58000    -0.000330       0.05      6727
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   229.200   251.100   177.000
  13.73190  13.77775     0.050     25424     17784      1866
  13.73157  13.77747     0.050     25427     17790      1865
  13.73124  13.77718     0.050     25351     17742      1865
  13.73091  13.77686     0.050     25427     17806      1873
  13.73058  13.77651     0.050     25416     17804      1872
  13.73025  13.77614     0.050     25334     17742      1866
  13.72992  13.77576     0.050     25348     17754      1868
  13.72959  13.77538     0.050     25383     17791      1874
  13.72926  13.77503     0.050     25395     17804      1875
  13.72893  13.77469     0.050     25300     17737      1867
  13.72860  13.77434     0.050     25345     17775      1873
  13.72827  13.77399     0.050     25376     17800      1878
  13.72794  13.77363     0.050     25338     17777      1875
  13.72761  13.77326     0.050     25340     17779      1876
  13.72728  13.77290     0.050     25378     17822      1884
  13.72695  13.77255     0.050     25317     17792      1879
  13.72662  13.77223     0.050     25283     17772      1877
  13.72629  13.77191     0.050     25332     17816      1883
  13.72596  13.77159     0.050     25286     17790      1880
  13.72563  13.77127     0.050     25281     17794      1883
  13.72530  13.77095     0.050     25361     17857      1891
  13.72497  13.77063     0.050     25342     17854      1892
  13.72464  13.77032     0.050     25250     17777      1884
  13.72431  13.77003     0.050     25273     17806      1884
  13.72398  13.76975     0.050     25279     17822      1887
  13.72365  13.76949     0.050     25200     17765      1884
  13.72332  13.76923     0.050     25094     17690      1878
  13.72299  13.76897     0.050     25228     17805      1889
  13.72266  13.76869     0.050     25165     17774      1882
  13.72233  13.76840     0.050     25091     17704      1877
  13.72200  13.76812     0.050     25100     17718      1882
  13.72167  13.76784     0.050     25182     17788      1886
  13.72134  13.76755     0.050     25150     17769      1886
  13.72101  13.76726     0.050     25170     17783      1887
  13.72068  13.76695     0.050     25229     17824      1894
  13.72035  13.76662     0.050     25270     17878      1894
  13.72002  13.76626     0.050     25188     17799      1889
  13.71969  13.76588     0.050     25248     17858      1895
  13.71936  13.76550     0.050     25268     17869      1897
  13.71903  13.76514     0.050     25207     17836      1893
  13.71870  13.76479     0.050     25257     17875      1898
  13.71837  13.76445     0.050     25265     17877      1896
  13.71804  13.76410     0.050     25250     17876      1897
  13.71771  13.76374     0.050     25244     17876      1896
  13.71738  13.76338     0.050     25291     17907      1900
  13.71705  13.76301     0.050     25233     17862      1894
  13.71672  13.76266     0.050     25161     17828      1892
  13.71639  13.76233     0.050     25193     17847      1895
  13.71606  13.76201     0.050     25290     17919      1899
  13.71573  13.76170     0.050     25174     17827      1893
  13.71540  13.76138     0.050     25174     17836      1892
  13.71507  13.76106     0.050     25254     17888      1897
  13.71474  13.76074     0.050     25210     17859      1892
  13.71441  13.76043     0.050     25152     17816      1891
  13.71408  13.76013     0.050     25212     17859      1894
  13.71375  13.75985     0.050     25198     17847      1895
  13.71342  13.75959     0.050     25186     17843      1893
  13.71309  13.75933     0.050     25160     17813      1892
  13.71276  13.75907     0.050     25214     17867      1897
  13.71243  13.75879     0.050     25169     17820      1892
  13.71210  13.75851     0.050     25180     17837      1897
  13.71177  13.75823     0.050     25221     17867      1898
  13.71144  13.75794     0.050     25210     17870      1894
  13.71111  13.75766     0.050     25113     17787      1887
  13.71078  13.75737     0.050     25203     17856      1896
  13.71045  13.75708     0.050     25180     17833      1892
  13.71012  13.75676     0.050     25147     17809      1890
  13.70979  13.75641     0.050     25113     17785      1888
  13.70946  13.75603     0.050     25211     17844      1896
  13.70913  13.75565     0.050     25163     17826      1892
  13.70880  13.75528     0.050     25083     17755      1886
  13.70847  13.75492     0.050     25154     17808      1891
  13.70814  13.75458     0.050     25214     17855      1895
  13.70781  13.75424     0.050     25108     17774      1889
  13.70748  13.75389     0.050     25086     17758      1883
  13.70715  13.75352     0.050     25230     17862      1897
  13.70682  13.75315     0.050     25146     17797      1894
  13.70649  13.75280     0.050     25118     17791      1889
  13.70616  13.75246     0.050     25121     17778      1891
  13.70583  13.75214     0.050     25155     17803      1892
  13.70550  13.75182     0.050     25097     17761      1891
  13.70517  13.75150     0.050     25090     17754      1888
  13.70484  13.75118     0.050     25150     17802      1895
  13.70451  13.75086     0.050     25093     17765      1893
  13.70418  13.75055     0.050     25107     17759      1890
  13.70385  13.75025     0.050     25135     17796      1893
  13.70352  13.74996     0.050     25076     17750      1892
  13.70319  13.74969     0.050     25086     17770      1893
  13.70286  13.74943     0.050     25071     17751      1890
  13.70253  13.74917     0.050     25047     17736      1890
  13.70220  13.74890     0.050     25104     17782      1893
  13.70187  13.74862     0.050     25059     17746      1891
  13.70154  13.74834     0.050     25112     17777      1897
  13.70121  13.74805     0.050     25072     17765      1894
  13.70088  13.74777     0.050     25079     17774      1897
  13.70055  13.74749     0.050     25079     17767      1895
  13.70022  13.74719     0.050     25071     17767      1895
  13.69989  13.74688     0.050     25009     17726      1889
  13.69956  13.74654     0.050     25078     17771      1896
  13.69923  13.74617     0.050     25051     17765      1896
  13.69890  13.74579     0.050     25069     17773      1897
  13.69857  13.74542     0.050     25053     17760      1897
  13.69824  13.74506     0.050     25006     17739      1896
  13.69791  13.74471     0.050     25025     17750      1897
  13.69758  13.74437     0.050     25044     17773      1901
  13.69725  13.74401     0.050     25046     17780      1902
  13.69692  13.74365     0.050     24985     17736      1899
  13.69659  13.74329     0.050     25013     17758      1897
  13.69626  13.74293     0.050     25034     17782      1902
  13.69593  13.74258     0.050     25015     17775      1903
  13.69560  13.74225     0.050     24943     17718      1895
  13.69527  13.74193     0.050     25031     17792      1906
  13.69494  13.74161     0.050     25031     17809      1907
  13.69461  13.74128     0.050     24975     17759      1899
  13.69428  13.74096     0.050     24994     17782      1903
  13.69395  13.74065     0.050     25018     17793      1906
  13.69362  13.74034     0.050     25017     17814      1906
  13.69329  13.74005     0.050     24990     17793      1904
  13.69296  13.73977     0.050     25013     17814      1908
  13.69263  13.73951     0.050     24992     17808      1910
  13.69230  13.73925     0.050     25043     17841      1914
  13.69197  13.73899     0.050     24975     17800      1907
  13.69164  13.73872     0.050     24991     17815      1910
  13.69131  13.73843     0.050     25022     17849      1917
  13.69098  13.73814     0.050     24994     17839      1912
  13.69065  13.73786     0.050     25007     17844      1913
  13.69032  13.73758     0.050     24939     17791      1908
  13.68999  13.73729     0.050     25015     17854      1916
  13.68966  13.73699     0.050     25035     17882      1919
  13.68933  13.73665     0.050     24952     17812      1910
  13.68900  13.73629     0.050     24988     17852      1914
  13.68867  13.73591     0.050     24992     17856      1913
  13.68834  13.73554     0.050     24981     17867      1915
  13.68801  13.73517     0.050     24941     17825      1913
  13.68768  13.73483     0.050     25001     17880      1919
  13.68735  13.73449     0.050     24980     17853      1915
  13.68702  13.73414     0.050     24973     17856      1918
  13.68669  13.73378     0.050     24978     17857      1918
  13.68636  13.73342     0.050     25003     17895      1921
  13.68603  13.73305     0.050     24905     17827      1915
  13.68570  13.73270     0.050     24977     17874      1921
  13.68537  13.73237     0.050     24950     17851      1918
  13.68504  13.73205     0.050     24953     17863      1919
  13.68471  13.73174     0.050     24897     17827      1914
  13.68438  13.73142     0.050     24966     17879      1920
  13.68405  13.73110     0.050     24954     17869      1918
  13.68372  13.73078     0.050     24948     17862      1923
  13.68339  13.73047     0.050     24917     17849      1919
  13.68306  13.73017     0.050     24930     17871      1923
  13.68273  13.72989     0.050     24920     17854      1921
  13.68240  13.72962     0.050     24888     17834      1918
  13.68207  13.72937     0.050     24919     17856      1921
  13.68174  13.72910     0.050     24889     17839      1917
  13.68141  13.72883     0.050     24860     17828      1918
  13.68108  13.72855     0.050     24905     17857      1921
  13.68075  13.72827     0.050     24857     17820      1917
  13.68042  13.72798     0.050     24871     17842      1917
  13.68009  13.72770     0.050     24851     17831      1918
  13.67976  13.72742     0.050     24851     17831      1918
  13.67943  13.72712     0.050     24860     17841      1922
  13.67910  13.72680     0.050     24881     17852      1921
  13.67877  13.72645     0.050     24902     17873      1922
  13.67844  13.72608     0.050     24811     17796      1915
  13.67811  13.72570     0.050     24901     17874      1923
  13.67778  13.72532     0.050     24911     17886      1925
  13.67745  13.72496     0.050     24903     17874      1927
  13.67712  13.72462     0.050     24849     17831      1920
  13.67679  13.72428     0.050     24871     17855      1924
  13.67646  13.72393     0.050     24909     17889      1926
  13.67613  13.72357     0.050     24815     17814      1921
  13.67580  13.72320     0.050     24831     17823      1921
  13.67547  13.72284     0.050     24870     17849      1923
  13.67514  13.72250     0.050     24882     17861      1927
  13.67481  13.72217     0.050     24762     17769      1919
  13.67448  13.72185     0.050     24823     17824      1923
  13.67415  13.72154     0.050     24834     17832      1921
  13.67382  13.72122     0.050     24818     17832      1925
  13.67349  13.72090     0.050     24796     17800      1920
  13.67316  13.72058     0.050     24816     17822      1925
  13.67283  13.72028     0.050     24812     17808      1923
  13.67250  13.71999     0.050     24817     17811      1922
  13.67217  13.71972     0.050     24852     17843      1925
  13.67184  13.71946     0.050     24841     17839      1927
  13.67151  13.71920     0.050     24848     17838      1926
  13.67118  13.71893     0.050     24836     17838      1927
  13.67085  13.71865     0.050     24839     17837      1928
  13.67052  13.71837     0.050     24815     17817      1925
  13.67019  13.71809     0.050     24747     17781      1921
  13.66986  13.71780     0.050     24844     17851      1928
  13.66953  13.71752     0.050     24793     17804      1926
  13.66920  13.71723     0.050     24763     17770      1923
  13.66887  13.71692     0.050     24795     17809      1925
  13.66854  13.71658     0.050     24771     17785      1921
  13.66821  13.71621     0.050     24811     17822      1926
  13.66788  13.71583     0.050     24720     17767      1925
  13.66755  13.71545     0.050     24764     17796      1928
  13.66722  13.71509     0.050     24761     17795      1925
  13.66689  13.71474     0.050     24763     17794      1923
  13.66656  13.71440     0.050     24794     17828      1928
  13.66623  13.71405     0.050     24783     17816      1927
  13.66590  13.71369     0.050     24776     17806      1927
  13.66557  13.71332     0.050     24817     17850      1934
  13.66524  13.71295     0.050     24723     17787      1925
  13.66491  13.71261     0.050     24744     17788      1927
  13.66458  13.71228     0.050     24789     17830      1932
  13.66425  13.71196     0.050     24808     17842      1932
  13.66392  13.71164     0.050     24742     17795      1929
  13.66359  13.71132     0.050     24727     17800      1928
  13.66326  13.71100     0.050     24790     17848      1934
  13.66293  13.71068     0.050     24713     17789      1931
  13.66260  13.71037     0.050     24700     17783      1930
  13.66227  13.71008     0.050     24745     17815      1933
  13.66194  13.70981     0.050     24808     17872      1938
  13.66161  13.70954     0.050     24689     17785      1929
  13.66128  13.70928     0.050     24700     17787      1931
  13.66095  13.70902     0.050     24791     17871      1942
  13.66062  13.70874     0.050     24735     17833      1935
  13.66029  13.70846     0.050     24678     17788      1931
  13.65996  13.70818     0.050     24708     17814      1934
  13.65963  13.70789     0.050     24769     17863      1940
  13.65930  13.70761     0.050     24690     17818      1936
  13.65897  13.70733     0.050     24721     17830      1935
  13.65864  13.70703     0.050     24727     17838      1937
  13.65831  13.70670     0.050     24721     17836      1935
  13.65798  13.70634     0.050     24691     17813      1933
  13.65765  13.70596     0.050     24731     17862      1939
  13.65732  13.70558     0.050     24655     17812      1935
  13.65699  13.70522     0.050     24661     17808      1936
  13.65666  13.70486     0.050     24736     17871      1944
  13.65633  13.70453     0.050     24661     17826      1939
  13.65600  13.70418     0.050     24625     17791      1932
  13.65567  13.70382     0.050     24693     17839      1943
  13.65534  13.70346     0.050     24731     17873      1943
  13.65501  13.70309     0.050     24644     17818      1935
  13.65468  13.70274     0.050     24626     17794      1936
  13.65435  13.70241     0.050     24736     17884      1950
  13.65402  13.70209     0.050     24627     17819      1939
  13.65369  13.70178     0.050     24640     17826      1939
  13.65336  13.70146     0.050     24681     17852      1940
  13.65303  13.70114     0.050     24684     17870      1942
  13.65270  13.70082     0.050     24635     17843      1940
  13.65237  13.70051     0.050     24671     17853      1945
  13.65204  13.70021     0.050     24743     17929      1951
  13.65171  13.69992     0.050     24613     17827      1938
  13.65138  13.69965     0.050     24637     17846      1944
  13.65105  13.69939     0.050     24693     17905      1952
  13.65072  13.69913     0.050     24660     17868      1945
  13.65039  13.69886     0.050     24564     17810      1942
  13.65006  13.69858     0.050     24673     17899      1952
  13.64973  13.69829     0.050     24652     17886      1951
  13.64940  13.69800     0.050     24547     17806      1941
  13.64907  13.69772     0.050     24591     17835      1947
  13.64874  13.69744     0.050     24684     17926      1952
  13.64841  13.69715     0.050     24615     17855      1946
  13.64808  13.69683     0.050     24553     17813      1943
  13.64775  13.69648     0.050     24620     17875      1952
  13.64742  13.69611     0.050     24647     17907      1955
  13.64709  13.69572     0.050     24542     17821      1945
  13.64676  13.69535     0.050     24543     17833      1944
  13.64643  13.69500     0.050     24635     17902      1955
  13.64610  13.69466     0.050     24577     17860      1951
  13.64577  13.69431     0.050     24547     17844      1950
  13.64544  13.69396     0.050     24606     17891      1954
  13.64511  13.69360     0.050     24586     17875      1952
  13.64478  13.69323     0.050     24570     17863      1952
  13.64445  13.69287     0.050     24616     17903      1956
  13.64412  13.69253     0.050     24578     17885      1953
  13.64379  13.69221     0.050     24551     17859      1954
  13.64346  13.69189     0.050     24598     17904      1955
  13.64313  13.69157     0.050     24621     17918      1959
  13.64280  13.69125     0.050     24526     17843      1948
  13.64247  13.69093     0.050     24533     17863      1954
  13.64214  13.69061     0.050     24601     17913      1959
  13.64181  13.69030     0.050     24574     17907      1959
  13.64148  13.69001     0.050     24494     17841      1951
  13.64115  13.68974     0.050     24547     17876      1959
  13.64082  13.68948     0.050     24591     17921      1961
  13.64049  13.68922     0.050     24502     17850      1956
  13.64016  13.68896     0.050     24522     17869      1956
  13.63983  13.68868     0.050     24597     17939      1964
  13.63950  13.68839     0.050     24576     17933      1962
  13.63917  13.68810     0.050     24478     17845      1953
  13.63884  13.68782     0.050     24570     17925      1961
  13.63851  13.68754     0.050     24570     17925      1965
  13.63818  13.68725     0.050     24504     17862      1959
  13.63785  13.68693     0.050     24519     17886      1959
  13.63752  13.68659     0.050     24530     17900      1961
  13.63719  13.68622     0.050     24477     17864      1960
  13.63686  13.68585     0.050     24520     17903      1965
  13.63653  13.68547     0.050     24546     17924      1963
  13.63620  13.68511     0.050     24476     17881      1960
  13.63587  13.68476     0.050     24470     17867      1961
  13.63554  13.68442     0.050     24498     17900      1962
  13.63521  13.68407     0.050     24522     17912      1965
  13.63488  13.68371     0.050     24447     17862      1960
  13.63455  13.68334     0.050     24457     17872      1960
  13.63422  13.68298     0.050     24576     17964      1971
  13.63389  13.68263     0.050     24482     17899      1965
  13.63356  13.68230     0.050     24423     17848      1959
  13.63323  13.68199     0.050     24525     17939      1970
  13.63290  13.68167     0.050     24515     17933      1967
  13.63257  13.68135     0.050     24456     17885      1964
  13.63224  13.68103     0.050     24470     17895      1964
  13.63191  13.68071     0.050     24509     17926      1969
  13.63158  13.68040     0.050     24468     17893      1966
  13.63125  13.68010     0.050     24419     17853      1959
  13.63092  13.67983     0.050     24473     17901      1968
  13.63059  13.67957     0.050     24426     17874      1961
  13.63026  13.67931     0.050     24444     17891      1967
  13.62993  13.67904     0.050     24416     17871      1964
  13.62960  13.67877     0.050     24403     17872      1967
  13.62927  13.67849     0.050     24415     17866      1966
  13.62894  13.67820     0.050     24378     17845      1963
  13.62861  13.67792     0.050     24406     17871      1964
  13.62828  13.67764     0.050     24389     17870      1964
  13.62795  13.67735     0.050     24382     17851      1964
  13.62762  13.67705     0.050     24417     17882      1966
  13.62729  13.67672     0.050     24391     17861      1966
  13.62696  13.67637     0.050     24365     17842      1962
  13.62663  13.67599     0.050     24407     17883      1968
  13.62630  13.67561     0.050     24438     17913      1970
  13.62597  13.67524     0.050     24347     17847      1965
  13.62564  13.67489     0.050     24386     17872      1967
  13.62531  13.67455     0.050     24402     17904      1971
  13.62498  13.67420     0.050     24327     17828      1963
  13.62465  13.67385     0.050     24389     17877      1970
  13.62432  13.67348     0.050     24384     17882      1972
  13.62399  13.67312     0.050     24370     17872      1971
  13.62366  13.67276     0.050     24368     17862      1969
  13.62333  13.67243     0.050     24317     17825      1965
  13.62300  13.67211     0.050     24291     17823      1967
  13.62267  13.67179     0.050     24212     17757      1958
  13.62234  13.67147     0.050     24215     17773      1959
  13.62201  13.67115     0.050     24229     17778      1961
  13.62168  13.67083     0.050     24214     17774      1957
  13.62135  13.67052     0.050     24178     17753      1956
  13.62102  13.67022     0.050     24255     17814      1966
  13.62069  13.66993     0.050     24202     17759      1960
  13.62036  13.66966     0.050     24216     17778      1963
  13.62003  13.66940     0.050     24320     17857      1971
  13.61970  13.66914     0.050     24351     17884      1973
  13.61937  13.66887     0.050     24283     17839      1969
  13.61904  13.66859     0.050     24300     17849      1972
  13.61871  13.66831     0.050     24334     17874      1975
  13.61838  13.66802     0.050     24339     17879      1976
  13.61805  13.66774     0.050     24323     17881      1977
  13.61772  13.66746     0.050     24350     17895      1978
  13.61739  13.66716     0.050     24290     17844      1973
  13.61706  13.66685     0.050     24313     17877      1977
  13.61673  13.66650     0.050     24348     17903      1977
  13.61640  13.66613     0.050     24297     17870      1974
  13.61607  13.66575     0.050     24321     17881      1976
  13.61574  13.66537     0.050     24270     17847      1973
  13.61541  13.66502     0.050     24308     17878      1979
  13.61508  13.66468     0.050     24214     17812      1969
  13.61475  13.66434     0.050     24268     17846      1975
  13.61442  13.66398     0.050     24345     17907      1980
  13.61409  13.66362     0.050     24332     17904      1982
  13.61376  13.66324     0.050     24185     17797      1968
  13.61343  13.66288     0.050     24326     17900      1979
  13.61310  13.66254     0.050     24314     17896      1978
  13.61277  13.66222     0.050     24244     17841      1974
  13.61244  13.66190     0.050     24207     17824      1974
  13.61211  13.66158     0.050     24326     17920      1984
  13.61178  13.66126     0.050     24281     17897      1982
  13.61145  13.66094     0.050     24237     17859      1978
  13.61112  13.66062     0.050     24230     17853      1979
  13.61079  13.66032     0.050     24281     17901      1985
  13.61046  13.66002     0.050     24234     17853      1978
  13.61013  13.65975     0.050     24193     17833      1974
  13.60980  13.65948     0.050     24263     17891      1982
  13.60947  13.65922     0.050     24227     17859      1980
  13.60914  13.65895     0.050     24212     17855      1980
  13.60881  13.65867     0.050     24299     17917      1988
  13.60848  13.65839     0.050     24242     17885      1982
  13.60815  13.65810     0.050     24197     17849      1981
  13.60782  13.65782     0.050     24258     17903      1985
  13.60749  13.65754     0.050     24230     17885      1982
  13.60716  13.65725     0.050     24177     17836      1979
  13.60683  13.65694     0.050     24236     17879      1984
  13.60650  13.65660     0.050     24274     17919      1989
  13.60617  13.65624     0.050     24196     17857      1982
  13.60584  13.65585     0.050     24046     17759      1974
  13.60551  13.65548     0.050     24085     17794      1973
  13.60518  13.65512     0.050     24056     17769      1971
  13.60485  13.65477     0.050     24036     17757      1976
  13.60452  13.65443     0.050     24035     17760      1972
  13.60419  13.65408     0.050     24045     17769      1975
  13.60386  13.65372     0.050     24062     17771      1976
  13.60353  13.65335     0.050     24050     17774      1976
  13.60320  13.65299     0.050     24145     17851      1982
  13.60287  13.65264     0.050     24150     17850      1981
  13.60254  13.65231     0.050     24205     17899      1989
  13.60221  13.65200     0.050     24173     17877      1987
  13.60188  13.65168     0.050     24180     17875      1989
  13.60155  13.65136     0.050     24123     17840      1983
  13.60122  13.65104     0.050     24199     17903      1991
  13.60089  13.65072     0.050     24173     17878      1986
  13.60056  13.65041     0.050     24076     17813      1981
  13.60023  13.65012     0.050     24104     17836      1982
  13.59990  13.64984     0.050     24128     17855      1987
  13.59957  13.64957     0.050     24085     17825      1983
  13.59924  13.64931     0.050     24051     17805      1979
  13.59891  13.64905     0.050     24109     17856      1988
  13.59858  13.64878     0.050     24128     17866      1991
  13.59825  13.64850     0.050     24073     17826      1984
  13.59792  13.64821     0.050     24049     17813      1983
  13.59759  13.64793     0.050     24102     17860      1991
  13.59726  13.64765     0.050     24076     17836      1983
  13.59693  13.64736     0.050     24061     17832      1985
  13.59660  13.64706     0.050     24031     17805      1981
  13.59627  13.64674     0.050     24055     17838      1987
  13.59594  13.64638     0.050     24023     17802      1981
  13.59561  13.64600     0.050     24018     17786      1985
  13.59528  13.64562     0.050     24041     17822      1986
  13.59495  13.64525     0.050     24003     17794      1986
  13.59462  13.64490     0.050     24092     17882      1992
  13.59429  13.64456     0.050     24014     17812      1983
  13.59396  13.64422     0.050     23970     17781      1981
  13.59363  13.64386     0.050     24066     17852      1990
  13.59330  13.64350     0.050     24077     17862      1994
  13.59297  13.64313     0.050     24049     17844      1991
  13.59264  13.64278     0.050     24095     17885      1996
  13.59231  13.64243     0.050     24100     17877      1997
  13.59198  13.64211     0.050     24086     17885      1997
  13.59165  13.64179     0.050     24020     17847      1990
  13.59132  13.64148     0.050     24039     17845      1992
  13.59099  13.64116     0.050     24011     17831      1991
  13.59066  13.64084     0.050     23995     17827      1991
  13.59033  13.64052     0.050     24008     17832      1992
  13.59000  13.64022     0.050     23950     17788      1988
  13.58967  13.63993     0.050     23987     17823      1991
  13.58934  13.63966     0.050     24027     17852      1992
  13.58901  13.63940     0.050     24054     17887      1996
  13.58868  13.63914     0.050     24011     17850      1996
  13.58835  13.63887     0.050     24001     17843      1996
  13.58802  13.63859     0.050     24044     17883      2000
  13.58769  13.63831     0.050     24011     17848      1993
  13.58736  13.63802     0.050     23917     17785      1990
  13.58703  13.63774     0.050     23998     17864      1998
  13.58670  13.63745     0.050     24000     17850      1994
  13.58637  13.63716     0.050     23943     17804      1990
  13.58604  13.63684     0.050     23966     17824      1993
  13.58571  13.63650     0.050     23984     17842      1997
  13.58538  13.63612     0.050     24039     17888      2002
  13.58505  13.63574     0.050     24011     17868      1999
  13.58472  13.63537     0.050     24002     17866      1999
  13.58439  13.63501     0.050     23975     17852      1999
  13.58406  13.63466     0.050     23963     17841      1998
  13.58373  13.63432     0.050     23966     17839      1995
  13.58340  13.63397     0.050     23980     17856      2000
  13.58307  13.63360     0.050     23976     17868      2005
  13.58274  13.63323     0.050     23947     17841      1999
  13.58241  13.63287     0.050     23953     17850      1997
  13.58208  13.63253     0.050     23847     17781      1991
  13.58175  13.63220     0.050     23793     17733      1987
  13.58142  13.63188     0.050     23871     17790      1996
  13.58109  13.63156     0.050     23813     17760      1989
  13.58076  13.63124     0.050     23722     17688      1981
  13.58043  13.63092     0.050     23794     17750      1990
  13.58010  13.63060     0.050     23847     17776      1995
  13.57977  13.63029     0.050     23823     17771      1994
  13.57944  13.63000     0.050     23866     17806      1995
  13.57911  13.62973     0.050     23975     17891      2009
  13.57878  13.62947     0.050     23975     17904      2009
  13.57845  13.62920     0.050     23909     17849      2003
  13.57812  13.62894     0.050     23949     17882      2006
  13.57779  13.62866     0.050     23946     17880      2008
  13.57746  13.62838     0.050     23920     17869      2006
  13.57713  13.62809     0.050     23909     17856      2005
  13.57680  13.62781     0.050     23984     17920      2010
  13.57647  13.62752     0.050     23962     17902      2011
  13.57614  13.62723     0.050     23917     17874      2008
  13.57581  13.62692     0.050     23936     17883      2010
  13.57548  13.62658     0.050     23887     17852      2007
  13.57515  13.62622     0.050     23876     17854      2005
  13.57482  13.62584     0.050     23897     17861      2010
  13.57449  13.62546     0.050     23903     17877      2007
  13.57416  13.62510     0.050     23845     17838      2005
  13.57383  13.62475     0.050     23818     17812      2003
  13.57350  13.62441     0.050     23927     17907      2011
  13.57317  13.62406     0.050     23931     17909      2016
  13.57284  13.62370     0.050     23839     17838      2006
  13.57251  13.62333     0.050     23898     17884      2012
  13.57218  13.62297     0.050     23903     17898      2013
  13.57185  13.62262     0.050     23881     17874      2009
  13.57152  13.62229     0.050     23836     17851      2009
  13.57119  13.62197     0.050     23943     17939      2018
  13.57086  13.62166     0.050     23882     17893      2015
  13.57053  13.62134     0.050     23834     17859      2010
  13.57020  13.62102     0.050     23893     17912      2016
  13.56987  13.62070     0.050     23865     17902      2014
  13.56954  13.62038     0.050     23853     17876      2011
  13.56921  13.62009     0.050     23898     17918      2015
  13.56888  13.61981     0.050     23870     17904      2016
  13.56855  13.61955     0.050     23802     17857      2011
  13.56822  13.61929     0.050     23829     17864      2012
  13.56789  13.61902     0.050     23906     17935      2021
  13.56756  13.61875     0.050     23819     17874      2014
  13.56723  13.61847     0.050     23827     17884      2014
  13.56690  13.61818     0.050     23917     17960      2027
  13.56657  13.61789     0.050     23852     17919      2022
  13.56624  13.61761     0.050     23776     17857      2014
  13.56591  13.61733     0.050     23852     17920      2024
  13.56558  13.61702     0.050     23858     17925      2021
  13.56525  13.61669     0.050     23832     17896      2020
  13.56492  13.61633     0.050     23731     17833      2014
  13.56459  13.61595     0.050     23800     17889      2017
  13.56426  13.61557     0.050     23753     17871      2014
  13.56393  13.61520     0.050     23587     17722      2000
  13.56360  13.61485     0.050     23646     17789      2007
  13.56327  13.61451     0.050     23698     17825      2011
  13.56294  13.61416     0.050     23599     17747      2005
  13.56261  13.61380     0.050     23585     17739      2001
  13.56228  13.61344     0.050     23679     17821      2014
  13.56195  13.61307     0.050     23600     17762      2003
  13.56162  13.61272     0.050     23657     17812      2010
  13.56129  13.61239     0.050     23746     17875      2021
  13.56096  13.61206     0.050     23749     17885      2020
  13.56063  13.61174     0.050     23709     17847      2015
  13.56030  13.61142     0.050     23742     17885      2021
  13.55997  13.61111     0.050     23744     17883      2023
  13.55964  13.61079     0.050     23685     17842      2015
  13.55931  13.61047     0.050     23734     17874      2021
  13.55898  13.61017     0.050     23785     17928      2027
  13.55865  13.60988     0.050     23703     17864      2019
  13.55832  13.60962     0.050     23674     17836      2016
  13.55799  13.60936     0.050     23739     17899      2023
  13.55766  13.60910     0.050     23759     17910      2025
  13.55733  13.60882     0.050     23641     17823      2016
  13.55700  13.60854     0.050     23698     17862      2023
  13.55667  13.60826     0.050     23749     17906      2028
  13.55634  13.60797     0.050     23636     17821      2018
  13.55601  13.60769     0.050     23675     17858      2020
  13.55568  13.60741     0.050     23727     17896      2025
  13.55535  13.60710     0.050     23689     17881      2023
  13.55502  13.60678     0.050     23651     17850      2019
  13.55469  13.60643     0.050     23733     17914      2030
  13.55436  13.60605     0.050     23695     17888      2026
  13.55403  13.60567     0.050     23648     17852      2022
  13.55370  13.60530     0.050     23700     17894      2029
  13.55337  13.60494     0.050     23741     17927      2030
  13.55304  13.60460     0.050     23614     17819      2020
  13.55271  13.60425     0.050     23608     17830      2022
  13.55238  13.60390     0.050     23717     17915      2031
  13.55205  13.60353     0.050     23692     17900      2028
  13.55172  13.60316     0.050     23567     17807      2020
  13.55139  13.60281     0.050     23732     17939      2036
  13.55106  13.60247     0.050     23740     17943      2038
  13.55073  13.60214     0.050     23600     17841      2026
  13.55040  13.60182     0.050     23647     17891      2029
  13.55007  13.60150     0.050     23734     17950      2039
  13.54974  13.60118     0.050     23628     17877      2026
  13.54941  13.60085     0.050     23633     17876      2027
  13.54908  13.60054     0.050     23638     17878      2028
  13.54875  13.60023     0.050     23667     17904      2035
  13.54842  13.59995     0.050     23601     17859      2026
  13.54809  13.59968     0.050     23637     17884      2030
  13.54776  13.59941     0.050     23669     17905      2036
  13.54743  13.59915     0.050     23591     17861      2029
  13.54710  13.59888     0.050     23623     17879      2030
  13.54677  13.59861     0.050     23614     17885      2034
  13.54644  13.59832     0.050     23570     17851      2029
  13.54611  13.59803     0.050     23572     17858      2030
  13.54578  13.59775     0.050     23657     17937      2037
  13.54545  13.59747     0.050     23616     17899      2034
  13.54512  13.59717     0.050     23523     17826      2027
  13.54479  13.59686     0.050     23599     17880      2033
  13.54446  13.59651     0.050     23637     17920      2038
  13.54413  13.59614     0.050     23540     17838      2030
