  9809     SPring-8 14b2 
 Pb-L21_Pb3O4_S  21.02.10 01:11 - 21.02.10 01:17
 Pb3O4                                                                           
 Ring :   8.0 GeV    99.6 mA -   99.5 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle=  7.72956 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6730
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1        7.64000   6.53000    -0.000170       0.05      6730
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   211.100   256.500   176.500
   6.98210   7.01341     0.050     12538     11234     13309
   6.98193   7.01328     0.050     12534     11231     13308
   6.98176   7.01314     0.050     12564     11261     13344
   6.98159   7.01301     0.050     12581     11278     13369
   6.98142   7.01287     0.050     12607     11304     13401
   6.98125   7.01273     0.050     12639     11334     13433
   6.98108   7.01259     0.050     12659     11351     13467
   6.98091   7.01245     0.050     12708     11398     13516
   6.98074   7.01230     0.050     12733     11425     13546
   6.98057   7.01215     0.050     12774     11461     13598
   6.98040   7.01200     0.050     12803     11488     13630
   6.98023   7.01186     0.050     12848     11528     13679
   6.98006   7.01172     0.050     12853     11533     13685
   6.97989   7.01157     0.050     12887     11570     13728
   6.97972   7.01143     0.050     12897     11577     13746
   6.97955   7.01128     0.050     12902     11585     13763
   6.97938   7.01113     0.050     12919     11600     13770
   6.97921   7.01097     0.050     12925     11608     13788
   6.97904   7.01081     0.050     12906     11591     13768
   6.97887   7.01064     0.050     12904     11591     13774
   6.97870   7.01045     0.050     12915     11603     13782
   6.97853   7.01026     0.050     12897     11590     13769
   6.97836   7.01007     0.050     12898     11590     13768
   6.97819   7.00988     0.050     12903     11597     13783
   6.97802   7.00969     0.050     12900     11598     13784
   6.97785   7.00950     0.050     12895     11592     13772
   6.97768   7.00932     0.050     12892     11590     13785
   6.97751   7.00913     0.050     12891     11593     13788
   6.97734   7.00896     0.050     12882     11588     13788
   6.97717   7.00878     0.050     12889     11595     13793
   6.97700   7.00861     0.050     12890     11598     13797
   6.97683   7.00844     0.050     12884     11595     13798
   6.97666   7.00826     0.050     12868     11584     13781
   6.97649   7.00808     0.050     12882     11597     13805
   6.97632   7.00790     0.050     12887     11604     13808
   6.97615   7.00771     0.050     12875     11591     13799
   6.97598   7.00752     0.050     12874     11592     13803
   6.97581   7.00733     0.050     12878     11600     13811
   6.97564   7.00714     0.050     12871     11596     13811
   6.97547   7.00696     0.050     12859     11587     13798
   6.97530   7.00678     0.050     12879     11605     13826
   6.97513   7.00661     0.050     12861     11589     13804
   6.97496   7.00644     0.050     12866     11598     13825
   6.97479   7.00628     0.050     12857     11590     13823
   6.97462   7.00611     0.050     12859     11596     13825
   6.97445   7.00595     0.050     12854     11590     13819
   6.97428   7.00578     0.050     12855     11595     13826
   6.97411   7.00562     0.050     12853     11595     13830
   6.97394   7.00546     0.050     12847     11590     13825
   6.97377   7.00529     0.050     12843     11588     13824
   6.97360   7.00513     0.050     12847     11594     13829
   6.97343   7.00496     0.050     12844     11594     13827
   6.97326   7.00479     0.050     12836     11587     13828
   6.97309   7.00463     0.050     12847     11599     13849
   6.97292   7.00447     0.050     12848     11601     13846
   6.97275   7.00431     0.050     12828     11587     13833
   6.97258   7.00416     0.050     12843     11602     13854
   6.97241   7.00401     0.050     12840     11598     13845
   6.97224   7.00386     0.050     12822     11586     13834
   6.97207   7.00373     0.050     12830     11592     13843
   6.97190   7.00359     0.050     12824     11591     13848
   6.97173   7.00346     0.050     12801     11570     13826
   6.97156   7.00332     0.050     12785     11555     13805
   6.97139   7.00319     0.050     12768     11545     13803
   6.97122   7.00306     0.050     12721     11503     13745
   6.97105   7.00292     0.050     12682     11467     13703
   6.97088   7.00278     0.050     12660     11448     13691
   6.97071   7.00264     0.050     12640     11433     13674
   6.97054   7.00249     0.050     12623     11422     13654
   6.97037   7.00235     0.050     12603     11406     13649
   6.97020   7.00220     0.050     12615     11416     13658
   6.97003   7.00205     0.050     12617     11422     13667
   6.96986   7.00191     0.050     12613     11419     13661
   6.96969   7.00176     0.050     12620     11428     13673
   6.96952   7.00162     0.050     12629     11438     13682
   6.96935   7.00148     0.050     12623     11435     13686
   6.96918   7.00133     0.050     12637     11449     13702
   6.96901   7.00118     0.050     12649     11461     13725
   6.96884   7.00102     0.050     12658     11470     13734
   6.96867   7.00086     0.050     12675     11488     13755
   6.96850   7.00069     0.050     12708     11515     13797
   6.96833   7.00052     0.050     12718     11529     13803
   6.96816   7.00033     0.050     12745     11556     13836
   6.96799   7.00014     0.050     12763     11574     13860
   6.96782   6.99996     0.050     12766     11576     13867
   6.96765   6.99976     0.050     12782     11594     13888
   6.96748   6.99957     0.050     12774     11587     13886
   6.96731   6.99938     0.050     12778     11592     13897
   6.96714   6.99920     0.050     12776     11591     13893
   6.96697   6.99902     0.050     12774     11588     13894
   6.96680   6.99885     0.050     12780     11598     13908
   6.96663   6.99867     0.050     12775     11595     13904
   6.96646   6.99850     0.050     12769     11591     13899
   6.96629   6.99833     0.050     12785     11607     13925
   6.96612   6.99814     0.050     12774     11598     13912
   6.96595   6.99796     0.050     12766     11591     13913
   6.96578   6.99778     0.050     12782     11611     13939
   6.96561   6.99759     0.050     12783     11609     13932
   6.96544   6.99741     0.050     12768     11598     13923
   6.96527   6.99722     0.050     12785     11614     13942
   6.96510   6.99704     0.050     12796     11626     13958
   6.96493   6.99685     0.050     12782     11618     13953
   6.96476   6.99668     0.050     12788     11623     13961
   6.96459   6.99651     0.050     12793     11630     13976
   6.96442   6.99635     0.050     12788     11627     13961
   6.96425   6.99618     0.050     12781     11619     13960
   6.96408   6.99602     0.050     12789     11631     13974
   6.96391   6.99585     0.050     12786     11629     13972
   6.96374   6.99569     0.050     12777     11621     13966
   6.96357   6.99553     0.050     12774     11620     13966
   6.96340   6.99536     0.050     12784     11632     13984
   6.96323   6.99519     0.050     12775     11624     13981
   6.96306   6.99502     0.050     12760     11614     13962
   6.96289   6.99486     0.050     12775     11629     13983
   6.96272   6.99470     0.050     12770     11628     13987
   6.96255   6.99453     0.050     12749     11608     13973
   6.96238   6.99438     0.050     12762     11623     13981
   6.96221   6.99422     0.050     12767     11627     13994
   6.96204   6.99407     0.050     12743     11607     13969
   6.96187   6.99393     0.050     12737     11604     13964
   6.96170   6.99380     0.050     12753     11619     13981
   6.96153   6.99366     0.050     12723     11593     13957
   6.96136   6.99352     0.050     12717     11587     13958
   6.96119   6.99339     0.050     12726     11599     13967
   6.96102   6.99326     0.050     12708     11585     13957
   6.96085   6.99313     0.050     12670     11551     13918
   6.96068   6.99299     0.050     12662     11546     13913
   6.96051   6.99285     0.050     12624     11513     13872
   6.96034   6.99271     0.050     12574     11468     13822
   6.96017   6.99257     0.050     12544     11444     13792
   6.96000   6.99242     0.050     12531     11431     13777
   6.95983   6.99228     0.050     12496     11405     13752
   6.95966   6.99213     0.050     12468     11378     13717
   6.95949   6.99198     0.050     12489     11399     13739
   6.95932   6.99184     0.050     12491     11402     13757
   6.95915   6.99169     0.050     12482     11396     13752
   6.95898   6.99155     0.050     12502     11417     13770
   6.95881   6.99141     0.050     12529     11444     13802
   6.95864   6.99126     0.050     12514     11430     13789
   6.95847   6.99111     0.050     12525     11442     13806
   6.95830   6.99095     0.050     12558     11473     13843
   6.95813   6.99078     0.050     12562     11480     13858
   6.95796   6.99061     0.050     12579     11494     13880
   6.95779   6.99043     0.050     12617     11532     13925
   6.95762   6.99025     0.050     12654     11564     13965
   6.95745   6.99006     0.050     12673     11585     13995
   6.95728   6.98986     0.050     12699     11610     14018
   6.95711   6.98967     0.050     12735     11645     14078
   6.95694   6.98948     0.050     12751     11658     14084
   6.95677   6.98929     0.050     12741     11654     14083
   6.95660   6.98911     0.050     12779     11691     14134
   6.95643   6.98894     0.050     12762     11677     14111
   6.95626   6.98877     0.050     12745     11663     14094
   6.95609   6.98859     0.050     12764     11682     14128
   6.95592   6.98841     0.050     12766     11682     14129
   6.95575   6.98823     0.050     12753     11673     14117
   6.95558   6.98806     0.050     12748     11672     14113
   6.95541   6.98788     0.050     12766     11688     14139
   6.95524   6.98768     0.050     12739     11666     14118
   6.95507   6.98749     0.050     12733     11666     14111
   6.95490   6.98731     0.050     12755     11685     14144
   6.95473   6.98713     0.050     12755     11686     14142
   6.95456   6.98695     0.050     12733     11664     14126
   6.95439   6.98677     0.050     12735     11673     14135
   6.95422   6.98659     0.050     12752     11690     14142
   6.95405   6.98643     0.050     12725     11665     14125
   6.95388   6.98626     0.050     12728     11668     14130
   6.95371   6.98610     0.050     12746     11687     14157
   6.95354   6.98593     0.050     12733     11677     14146
   6.95337   6.98577     0.050     12724     11671     14146
   6.95320   6.98561     0.050     12735     11682     14160
   6.95303   6.98544     0.050     12735     11685     14159
   6.95286   6.98528     0.050     12719     11669     14147
   6.95269   6.98512     0.050     12717     11672     14153
   6.95252   6.98495     0.050     12738     11692     14175
   6.95235   6.98478     0.050     12710     11668     14152
   6.95218   6.98462     0.050     12707     11667     14147
   6.95201   6.98446     0.050     12725     11685     14175
   6.95184   6.98429     0.050     12711     11671     14155
   6.95167   6.98414     0.050     12698     11664     14148
   6.95150   6.98400     0.050     12705     11671     14171
   6.95133   6.98386     0.050     12709     11676     14169
   6.95116   6.98372     0.050     12692     11664     14159
   6.95099   6.98358     0.050     12690     11660     14155
   6.95082   6.98345     0.050     12699     11671     14171
   6.95065   6.98332     0.050     12687     11665     14165
   6.95048   6.98319     0.050     12678     11657     14166
   6.95031   6.98306     0.050     12692     11671     14176
   6.95014   6.98292     0.050     12683     11665     14168
   6.94997   6.98278     0.050     12662     11649     14152
   6.94980   6.98263     0.050     12665     11652     14155
   6.94963   6.98249     0.050     12662     11649     14159
   6.94946   6.98234     0.050     12635     11631     14135
   6.94929   6.98220     0.050     12617     11614     14115
   6.94912   6.98205     0.050     12611     11609     14115
   6.94895   6.98191     0.050     12562     11564     14066
   6.94878   6.98176     0.050     12524     11530     14025
   6.94861   6.98162     0.050     12500     11512     14006
   6.94844   6.98148     0.050     12476     11491     13972
   6.94827   6.98133     0.050     12436     11453     13932
   6.94810   6.98118     0.050     12440     11460     13940
   6.94793   6.98102     0.050     12441     11462     13954
   6.94776   6.98086     0.050     12436     11459     13940
   6.94759   6.98069     0.050     12438     11464     13954
   6.94742   6.98052     0.050     12459     11486     13972
   6.94725   6.98033     0.050     12463     11488     13991
   6.94708   6.98014     0.050     12453     11485     13978
   6.94691   6.97995     0.050     12481     11510     14008
   6.94674   6.97976     0.050     12495     11525     14036
   6.94657   6.97957     0.050     12499     11530     14041
   6.94640   6.97938     0.050     12526     11561     14083
   6.94623   6.97919     0.050     12578     11607     14140
   6.94606   6.97901     0.050     12595     11623     14159
   6.94589   6.97883     0.050     12630     11657     14204
   6.94572   6.97866     0.050     12678     11701     14252
   6.94555   6.97849     0.050     12688     11713     14280
   6.94538   6.97831     0.050     12697     11722     14291
   6.94521   6.97813     0.050     12719     11748     14338
   6.94504   6.97795     0.050     12727     11756     14337
   6.94487   6.97777     0.050     12706     11737     14320
   6.94470   6.97758     0.050     12711     11746     14326
   6.94453   6.97739     0.050     12719     11754     14341
   6.94436   6.97720     0.050     12712     11748     14334
   6.94419   6.97702     0.050     12697     11736     14327
   6.94402   6.97684     0.050     12712     11751     14346
   6.94385   6.97666     0.050     12710     11750     14344
   6.94368   6.97649     0.050     12690     11734     14318
   6.94351   6.97632     0.050     12712     11757     14363
   6.94334   6.97616     0.050     12716     11762     14358
   6.94317   6.97599     0.050     12688     11736     14339
   6.94300   6.97582     0.050     12697     11744     14347
   6.94283   6.97566     0.050     12708     11760     14362
   6.94266   6.97550     0.050     12678     11733     14331
   6.94249   6.97533     0.050     12688     11744     14352
   6.94232   6.97517     0.050     12700     11757     14371
   6.94215   6.97500     0.050     12683     11742     14354
   6.94198   6.97483     0.050     12676     11737     14351
   6.94181   6.97467     0.050     12690     11751     14368
   6.94164   6.97451     0.050     12693     11757     14372
   6.94147   6.97435     0.050     12664     11734     14347
   6.94130   6.97419     0.050     12667     11734     14349
   6.94113   6.97405     0.050     12675     11747     14370
   6.94096   6.97390     0.050     12659     11734     14351
   6.94079   6.97376     0.050     12641     11717     14342
   6.94062   6.97363     0.050     12656     11734     14366
   6.94045   6.97350     0.050     12655     11734     14356
   6.94028   6.97337     0.050     12632     11713     14339
   6.94011   6.97323     0.050     12643     11722     14352
   6.93994   6.97310     0.050     12649     11733     14367
   6.93977   6.97296     0.050     12619     11707     14339
   6.93960   6.97282     0.050     12634     11719     14351
   6.93943   6.97268     0.050     12646     11734     14376
   6.93926   6.97254     0.050     12632     11723     14366
   6.93909   6.97239     0.050     12617     11708     14346
   6.93892   6.97224     0.050     12643     11736     14375
   6.93875   6.97210     0.050     12629     11721     14367
   6.93858   6.97195     0.050     12625     11722     14361
   6.93841   6.97181     0.050     12632     11731     14383
   6.93824   6.97167     0.050     12630     11731     14380
   6.93807   6.97152     0.050     12604     11704     14352
   6.93790   6.97138     0.050     12570     11677     14322
   6.93773   6.97123     0.050     12561     11671     14319
   6.93756   6.97108     0.050     12515     11628     14267
   6.93739   6.97092     0.050     12482     11596     14229
   6.93722   6.97075     0.050     12475     11594     14222
   6.93705   6.97058     0.050     12465     11586     14220
   6.93688   6.97040     0.050     12430     11551     14168
   6.93671   6.97021     0.050     12449     11570     14216
   6.93654   6.97001     0.050     12461     11587     14226
   6.93637   6.96982     0.050     12452     11578     14213
   6.93620   6.96963     0.050     12456     11586     14233
   6.93603   6.96944     0.050     12471     11599     14249
   6.93586   6.96925     0.050     12469     11600     14242
   6.93569   6.96907     0.050     12467     11598     14249
   6.93552   6.96889     0.050     12493     11625     14280
   6.93535   6.96872     0.050     12500     11633     14290
   6.93518   6.96855     0.050     12522     11656     14323
   6.93501   6.96837     0.050     12543     11678     14353
   6.93484   6.96819     0.050     12580     11714     14394
   6.93467   6.96801     0.050     12589     11723     14409
   6.93450   6.96783     0.050     12596     11732     14423
   6.93433   6.96765     0.050     12634     11770     14471
   6.93416   6.96747     0.050     12630     11767     14472
   6.93399   6.96728     0.050     12614     11753     14457
   6.93382   6.96709     0.050     12630     11769     14471
   6.93365   6.96691     0.050     12642     11783     14495
   6.93348   6.96673     0.050     12619     11762     14474
   6.93331   6.96656     0.050     12626     11769     14490
   6.93314   6.96639     0.050     12636     11784     14506
   6.93297   6.96622     0.050     12625     11771     14496
   6.93280   6.96606     0.050     12617     11769     14490
   6.93263   6.96590     0.050     12628     11780     14504
   6.93246   6.96573     0.050     12623     11776     14506
   6.93229   6.96557     0.050     12619     11775     14502
   6.93212   6.96540     0.050     12611     11771     14501
   6.93195   6.96523     0.050     12631     11786     14525
   6.93178   6.96506     0.050     12611     11773     14507
   6.93161   6.96490     0.050     12608     11770     14506
   6.93144   6.96474     0.050     12616     11778     14516
   6.93127   6.96457     0.050     12618     11784     14516
   6.93110   6.96442     0.050     12603     11770     14505
   6.93093   6.96426     0.050     12610     11778     14521
   6.93076   6.96411     0.050     12606     11774     14523
   6.93059   6.96397     0.050     12587     11760     14502
   6.93042   6.96383     0.050     12601     11774     14517
   6.93025   6.96369     0.050     12598     11774     14520
   6.93008   6.96356     0.050     12586     11764     14503
   6.92991   6.96343     0.050     12599     11778     14532
   6.92974   6.96330     0.050     12604     11783     14543
   6.92957   6.96316     0.050     12587     11768     14520
   6.92940   6.96302     0.050     12587     11769     14523
   6.92923   6.96288     0.050     12595     11782     14544
   6.92906   6.96275     0.050     12584     11770     14533
   6.92889   6.96260     0.050     12583     11770     14534
   6.92872   6.96245     0.050     12583     11773     14539
   6.92855   6.96230     0.050     12573     11764     14535
   6.92838   6.96216     0.050     12575     11770     14541
   6.92821   6.96201     0.050     12569     11763     14533
   6.92804   6.96187     0.050     12564     11761     14528
   6.92787   6.96173     0.050     12559     11758     14527
   6.92770   6.96158     0.050     12546     11746     14515
   6.92753   6.96144     0.050     12551     11755     14529
   6.92736   6.96129     0.050     12550     11755     14534
   6.92719   6.96114     0.050     12524     11729     14504
   6.92702   6.96098     0.050     12520     11732     14512
   6.92685   6.96082     0.050     12504     11714     14480
   6.92668   6.96065     0.050     12474     11689     14454
   6.92651   6.96047     0.050     12455     11672     14442
   6.92634   6.96029     0.050     12435     11653     14417
   6.92617   6.96009     0.050     12389     11611     14375
   6.92600   6.95990     0.050     12368     11592     14345
   6.92583   6.95971     0.050     12335     11563     14315
   6.92566   6.95951     0.050     12297     11531     14278
   6.92549   6.95932     0.050     12282     11517     14260
   6.92532   6.95914     0.050     12264     11501     14240
   6.92515   6.95897     0.050     12240     11482     14216
   6.92498   6.95879     0.050     12227     11470     14210
   6.92481   6.95861     0.050     12227     11472     14210
   6.92464   6.95844     0.050     12219     11467     14204
   6.92447   6.95826     0.050     12233     11480     14225
   6.92430   6.95809     0.050     12244     11492     14240
   6.92413   6.95791     0.050     12271     11518     14269
   6.92396   6.95772     0.050     12291     11537     14300
   6.92379   6.95753     0.050     12316     11563     14336
   6.92362   6.95735     0.050     12354     11600     14379
   6.92345   6.95716     0.050     12384     11633     14423
   6.92328   6.95698     0.050     12418     11661     14465
   6.92311   6.95680     0.050     12461     11705     14520
   6.92294   6.95663     0.050     12501     11748     14569
   6.92277   6.95645     0.050     12512     11760     14594
   6.92260   6.95628     0.050     12554     11801     14643
   6.92243   6.95612     0.050     12585     11833     14687
   6.92226   6.95595     0.050     12597     11844     14697
   6.92209   6.95578     0.050     12609     11858     14714
   6.92192   6.95562     0.050     12626     11874     14743
   6.92175   6.95545     0.050     12632     11881     14746
   6.92158   6.95529     0.050     12623     11876     14744
   6.92141   6.95513     0.050     12625     11876     14754
   6.92124   6.95496     0.050     12629     11885     14761
   6.92107   6.95480     0.050     12624     11880     14752
   6.92090   6.95464     0.050     12607     11864     14738
   6.92073   6.95447     0.050     12615     11872     14756
   6.92056   6.95432     0.050     12615     11876     14762
   6.92039   6.95417     0.050     12589     11855     14731
   6.92022   6.95402     0.050     12613     11878     14757
   6.92005   6.95388     0.050     12610     11878     14765
   6.91988   6.95374     0.050     12593     11860     14752
   6.91971   6.95361     0.050     12598     11868     14759
   6.91954   6.95347     0.050     12605     11878     14773
   6.91937   6.95334     0.050     12592     11867     14757
   6.91920   6.95320     0.050     12587     11859     14747
   6.91903   6.95307     0.050     12596     11875     14775
   6.91886   6.95293     0.050     12585     11864     14764
   6.91869   6.95279     0.050     12583     11864     14759
   6.91852   6.95265     0.050     12585     11866     14771
   6.91835   6.95250     0.050     12588     11871     14776
   6.91818   6.95236     0.050     12579     11864     14768
   6.91801   6.95221     0.050     12577     11862     14771
   6.91784   6.95207     0.050     12591     11881     14788
   6.91767   6.95192     0.050     12577     11866     14781
   6.91750   6.95178     0.050     12569     11863     14778
   6.91733   6.95163     0.050     12579     11873     14786
   6.91716   6.95149     0.050     12578     11872     14799
   6.91699   6.95135     0.050     12563     11859     14776
   6.91682   6.95120     0.050     12579     11877     14803
   6.91665   6.95104     0.050     12575     11877     14801
   6.91648   6.95087     0.050     12559     11863     14785
   6.91631   6.95070     0.050     12563     11867     14793
   6.91614   6.95053     0.050     12569     11875     14812
   6.91597   6.95034     0.050     12563     11871     14794
   6.91580   6.95016     0.050     12546     11854     14779
   6.91563   6.94996     0.050     12569     11879     14827
   6.91546   6.94977     0.050     12547     11861     14796
   6.91529   6.94958     0.050     12537     11853     14794
   6.91512   6.94938     0.050     12542     11858     14791
   6.91495   6.94919     0.050     12546     11865     14807
   6.91478   6.94901     0.050     12537     11854     14795
   6.91461   6.94884     0.050     12529     11849     14796
   6.91444   6.94866     0.050     12540     11864     14813
   6.91427   6.94849     0.050     12533     11861     14811
   6.91410   6.94831     0.050     12513     11840     14784
   6.91393   6.94814     0.050     12530     11860     14809
   6.91376   6.94795     0.050     12534     11862     14815
   6.91359   6.94777     0.050     12522     11856     14812
   6.91342   6.94758     0.050     12524     11857     14825
   6.91325   6.94739     0.050     12527     11862     14820
   6.91308   6.94720     0.050     12521     11856     14811
   6.91291   6.94702     0.050     12528     11866     14833
   6.91274   6.94684     0.050     12538     11875     14843
   6.91257   6.94667     0.050     12530     11870     14838
   6.91240   6.94649     0.050     12532     11872     14851
   6.91223   6.94632     0.050     12540     11882     14865
   6.91206   6.94616     0.050     12537     11883     14862
   6.91189   6.94600     0.050     12531     11879     14858
   6.91172   6.94583     0.050     12529     11877     14859
   6.91155   6.94567     0.050     12542     11891     14885
   6.91138   6.94550     0.050     12530     11883     14872
   6.91121   6.94534     0.050     12531     11881     14871
   6.91104   6.94518     0.050     12544     11900     14891
   6.91087   6.94501     0.050     12533     11888     14878
   6.91070   6.94484     0.050     12514     11872     14864
   6.91053   6.94468     0.050     12534     11895     14895
   6.91036   6.94451     0.050     12532     11895     14894
   6.91019   6.94435     0.050     12517     11881     14879
   6.91002   6.94420     0.050     12525     11888     14890
   6.90985   6.94406     0.050     12537     11902     14910
   6.90968   6.94391     0.050     12514     11885     14897
   6.90951   6.94377     0.050     12519     11888     14899
   6.90934   6.94364     0.050     12527     11899     14914
   6.90917   6.94350     0.050     12515     11888     14908
   6.90900   6.94337     0.050     12512     11886     14903
   6.90883   6.94324     0.050     12522     11897     14919
   6.90866   6.94311     0.050     12523     11901     14927
   6.90849   6.94297     0.050     12508     11886     14918
   6.90832   6.94283     0.050     12512     11892     14915
   6.90815   6.94269     0.050     12517     11901     14923
   6.90798   6.94255     0.050     12517     11901     14931
   6.90781   6.94240     0.050     12506     11891     14923
   6.90764   6.94225     0.050     12510     11899     14937
   6.90747   6.94210     0.050     12517     11905     14944
   6.90730   6.94196     0.050     12494     11884     14914
   6.90713   6.94182     0.050     12513     11907     14952
   6.90696   6.94168     0.050     12520     11915     14964
   6.90679   6.94153     0.050     12484     11884     14925
   6.90662   6.94139     0.050     12503     11904     14944
   6.90645   6.94124     0.050     12515     11914     14966
   6.90628   6.94108     0.050     12496     11897     14945
   6.90611   6.94092     0.050     12494     11896     14943
   6.90594   6.94075     0.050     12516     11922     14983
   6.90577   6.94058     0.050     12500     11904     14962
   6.90560   6.94040     0.050     12489     11895     14953
   6.90543   6.94021     0.050     12497     11909     14966
   6.90526   6.94002     0.050     12496     11910     14973
   6.90509   6.93983     0.050     12483     11897     14961
   6.90492   6.93964     0.050     12487     11900     14963
   6.90475   6.93945     0.050     12510     11925     14997
   6.90458   6.93926     0.050     12488     11905     14977
   6.90441   6.93908     0.050     12478     11894     14964
   6.90424   6.93891     0.050     12492     11913     14989
   6.90407   6.93873     0.050     12497     11920     15002
   6.90390   6.93855     0.050     12476     11900     14977
   6.90373   6.93839     0.050     12487     11911     14995
   6.90356   6.93822     0.050     12494     11927     15012
   6.90339   6.93803     0.050     12468     11899     14979
   6.90322   6.93785     0.050     12477     11906     14994
   6.90305   6.93766     0.050     12495     11924     15021
   6.90288   6.93747     0.050     12484     11917     15014
   6.90271   6.93729     0.050     12475     11913     15000
   6.90254   6.93710     0.050     12489     11927     15019
   6.90237   6.93691     0.050     12492     11935     15035
   6.90220   6.93674     0.050     12465     11901     15004
   6.90203   6.93656     0.050     12476     11916     15026
   6.90186   6.93640     0.050     12483     11928     15031
   6.90169   6.93623     0.050     12475     11919     15028
   6.90152   6.93606     0.050     12466     11909     15021
   6.90135   6.93590     0.050     12482     11930     15047
   6.90118   6.93574     0.050     12473     11923     15041
   6.90101   6.93558     0.050     12463     11915     15033
   6.90084   6.93541     0.050     12471     11924     15039
   6.90067   6.93525     0.050     12483     11937     15059
   6.90050   6.93508     0.050     12459     11915     15036
   6.90033   6.93491     0.050     12470     11928     15052
   6.90016   6.93475     0.050     12486     11947     15072
   6.89999   6.93459     0.050     12466     11928     15056
   6.89982   6.93443     0.050     12465     11924     15059
   6.89965   6.93428     0.050     12480     11941     15076
   6.89948   6.93413     0.050     12465     11929     15069
   6.89931   6.93398     0.050     12453     11918     15053
   6.89914   6.93383     0.050     12467     11935     15079
   6.89897   6.93370     0.050     12471     11941     15089
   6.89880   6.93356     0.050     12454     11923     15069
   6.89863   6.93343     0.050     12454     11927     15077
   6.89846   6.93330     0.050     12470     11943     15094
   6.89829   6.93316     0.050     12461     11936     15088
   6.89812   6.93303     0.050     12442     11918     15065
   6.89795   6.93289     0.050     12471     11950     15105
   6.89778   6.93275     0.050     12468     11950     15114
   6.89761   6.93260     0.050     12441     11925     15079
   6.89744   6.93246     0.050     12457     11943     15111
   6.89727   6.93231     0.050     12471     11960     15137
   6.89710   6.93216     0.050     12446     11932     15095
   6.89693   6.93202     0.050     12438     11928     15091
   6.89676   6.93188     0.050     12464     11954     15124
   6.89659   6.93173     0.050     12443     11938     15107
   6.89642   6.93159     0.050     12437     11931     15107
   6.89625   6.93145     0.050     12455     11950     15128
   6.89608   6.93130     0.050     12456     11954     15132
   6.89591   6.93115     0.050     12432     11931     15103
   6.89574   6.93099     0.050     12444     11945     15121
   6.89557   6.93083     0.050     12454     11957     15147
   6.89540   6.93065     0.050     12443     11948     15137
   6.89523   6.93046     0.050     12427     11936     15117
   6.89506   6.93028     0.050     12437     11945     15141
   6.89489   6.93009     0.050     12449     11957     15144
   6.89472   6.92990     0.050     12423     11933     15119
   6.89455   6.92971     0.050     12433     11946     15145
   6.89438   6.92951     0.050     12442     11954     15152
   6.89421   6.92933     0.050     12427     11942     15138
   6.89404   6.92914     0.050     12433     11951     15150
   6.89387   6.92896     0.050     12435     11956     15159
   6.89370   6.92879     0.050     12431     11948     15156
   6.89353   6.92861     0.050     12431     11953     15167
   6.89336   6.92844     0.050     12439     11962     15175
   6.89319   6.92827     0.050     12427     11952     15156
   6.89302   6.92809     0.050     12424     11952     15167
   6.89285   6.92791     0.050     12432     11961     15184
   6.89268   6.92773     0.050     12430     11961     15183
   6.89251   6.92754     0.050     12419     11952     15170
   6.89234   6.92735     0.050     12415     11950     15175
   6.89217   6.92716     0.050     12419     11955     15185
   6.89200   6.92697     0.050     12416     11956     15181
   6.89183   6.92679     0.050     12406     11946     15175
   6.89166   6.92662     0.050     12429     11971     15197
   6.89149   6.92645     0.050     12430     11973     15217
   6.89132   6.92628     0.050     12409     11952     15180
   6.89115   6.92612     0.050     12420     11964     15207
   6.89098   6.92595     0.050     12427     11974     15215
   6.89081   6.92578     0.050     12407     11957     15203
   6.89064   6.92562     0.050     12405     11956     15201
   6.89047   6.92545     0.050     12427     11978     15228
   6.89030   6.92529     0.050     12420     11975     15223
   6.89013   6.92513     0.050     12400     11957     15205
   6.88996   6.92496     0.050     12418     11974     15230
   6.88979   6.92480     0.050     12411     11968     15226
   6.88962   6.92464     0.050     12405     11967     15223
   6.88945   6.92447     0.050     12404     11969     15227
   6.88928   6.92432     0.050     12400     11967     15231
   6.88911   6.92417     0.050     12407     11974     15238
   6.88894   6.92402     0.050     12397     11964     15233
   6.88877   6.92387     0.050     12401     11969     15248
   6.88860   6.92373     0.050     12410     11981     15258
   6.88843   6.92360     0.050     12393     11963     15237
   6.88826   6.92346     0.050     12400     11973     15249
   6.88809   6.92333     0.050     12401     11977     15257
   6.88792   6.92319     0.050     12395     11974     15247
   6.88775   6.92305     0.050     12395     11974     15258
   6.88758   6.92292     0.050     12405     11986     15272
   6.88741   6.92278     0.050     12390     11971     15260
   6.88724   6.92263     0.050     12393     11976     15266
   6.88707   6.92249     0.050     12402     11990     15275
   6.88690   6.92234     0.050     12383     11972     15262
   6.88673   6.92220     0.050     12394     11985     15278
   6.88656   6.92205     0.050     12393     11981     15286
   6.88639   6.92191     0.050     12386     11981     15277
   6.88622   6.92177     0.050     12371     11966     15264
   6.88605   6.92162     0.050     12391     11989     15292
   6.88588   6.92148     0.050     12386     11980     15286
   6.88571   6.92133     0.050     12380     11978     15283
   6.88554   6.92118     0.050     12377     11976     15281
   6.88537   6.92102     0.050     12390     11993     15316
